c1,c2,c3,mu_c,alpha,beta,sigma_c,sigma,s_m_n1,s_m_n2,s_m_n3
0.145143,2.27188,1.2762,3.89591,0.274143,0.956682,1.8434,0.630694,0.890595,0.512565,5.76476
-0.210267,1.31575,1.88344,2.61371,0.291615,0.99223,1.98916,0.609998,1.91346,1.55441,9.42354
0.018612,1.87867,1.39879,3.27836,0.288925,0.996087,1.58651,0.622645,0.976776,0.714253,6.60861
0.270743,2.04626,0.864144,2.87838,0.286196,0.982406,2.01972,0.602506,1.00544,0.7361,2.77123
1.04075,4.82157,0.0880457,1.96573,0.313851,0.990897,2.30394,0.612296,0.794695,0.472038,6.1986
0.612828,2.7042,1.25965,4.03023,0.295925,0.996874,2.17769,0.616871,1.20482,0.330713,0.874625
1.07799,3.6541,-0.0959281,2.60864,0.303972,0.98579,1.96621,0.613369,0.986015,0.883936,0.130024
0.474169,3.32427,0.949143,4.17502,0.308496,0.990432,2.77264,0.619685,0.712651,0.418842,45.1441
0.933571,4.46865,0.398635,1.55979,0.279193,0.986485,1.83007,0.605708,1.31237,0.511875,0.841469
0.684692,3.49832,0.135925,3.50176,0.296511,0.990724,2.35771,0.602794,0.770059,0.401946,0.618751
0.744908,3.60087,-0.0476079,3.13612,0.306789,0.982622,2.07569,0.61595,0.906958,0.2119,0.524466
0.587265,2.9782,1.34988,3.49169,0.296753,0.996048,2.36826,0.620366,1.13571,0.901235,0.717693
0.680754,2.5592,-0.0707742,3.31395,0.3058,0.979465,1.70653,0.614612,0.829643,0.455365,39.6307
0.486735,2.31638,0.945853,2.74289,0.27772,0.991097,3.0144,0.630643,1.05605,0.966234,1.47279
0.456808,2.35577,0.767123,4.11472,0.300929,0.992758,2.95614,0.615677,1.13045,0.817327,6.1091
0.461336,2.43466,0.929434,2.17468,0.303318,0.980853,2.26211,0.620802,1.48535,1.08874,13.401
0.578034,1.8797,0.907626,4.35131,0.294698,0.995725,2.3447,0.60544,0.672337,0.379965,16.673
0.430876,2.08372,1.06516,2.90533,0.299549,0.990244,2.10296,0.605356,1.0883,0.363435,9.47882
0.32588,2.33192,0.491718,3.10125,0.291359,0.990945,1.69789,0.630116,0.846802,0.446081,3.93725
0.398353,2.53065,1.05523,2.86071,0.289362,0.985111,2.50083,0.606222,0.731009,0.191335,22.1968
0.382191,1.69163,0.945309,2.82731,0.292037,0.990386,1.89778,0.627466,1.10613,0.850977,10.02
-0.00465409,1.29533,1.23028,3.40779,0.284315,0.995945,2.36334,0.596774,0.951971,0.337245,11.073
-0.144426,2.02022,0.830281,2.19994,0.293827,0.980151,2.67781,0.617998,1.24468,0.117454,18.7203
0.292823,2.61122,1.0275,3.43195,0.297503,0.994696,1.935,0.623102,1.05869,0.544016,14.5977
0.00241809,2.57181,1.1986,3.11747,0.298271,0.98113,2.46732,0.611919,0.989267,0.188205,11.5815
0.498979,3.79455,0.929051,3.31405,0.284259,0.996145,2.3549,0.628166,1.02384,0.619455,11.432
0.423851,2.99225,0.625539,2.83952,0.290865,0.984265,2.20054,0.61177,0.985247,0.531853,22.049
0.659983,2.71184,0.783893,3.33496,0.299227,0.994921,2.47627,0.620195,1.20053,0.803766,5.01845
0.603147,2.93614,0.264935,2.53616,0.292632,0.972903,1.85437,0.618576,0.899578,0.514621,21.4134
0.748402,3.10761,0.457229,3.86267,0.306014,0.997787,1.96679,0.611715,0.79934,0.489052,7.77917
0.567889,2.60753,0.325571,2.72457,0.304903,0.98733,2.16199,0.620739,0.983301,0.468944,25.5563
0.410176,2.34359,0.871577,2.92461,0.29933,0.994282,2.71617,0.612531,1.06848,0.646077,6.57753
0.853889,4.08343,0.0137302,3.17832,0.302196,0.985518,1.67144,0.614205,0.914849,0.112776,14.776
0.785515,3.94119,0.0440136,3.23185,0.30353,0.989493,1.79449,0.615178,0.849583,0.0880745,14.689
0.670355,1.96362,0.611244,3.05661,0.296859,0.989201,2.37282,0.63061,1.08439,0.406187,7.46467
0.593359,2.09818,0.872112,3.52161,0.288062,0.981469,1.65893,0.626059,1.06662,0.810372,12.7396
0.237909,1.14739,0.713887,1.83945,0.304164,0.995211,3.16277,0.60062,1.14459,0.993884,5.98273
0.300546,1.59025,0.878178,1.53947,0.305779,0.987858,2.48578,0.61318,1.86027,1.47021,5.67485
0.158683,1.55665,1.25799,1.70763,0.306139,0.978328,3.05508,0.606809,1.49622,1.17802,3.82041
0.0735786,1.33535,1.01626,3.91767,0.289885,0.996261,1.85615,0.615134,0.804756,0.23586,25.6935
0.63776,3.16573,0.627794,1.6013,0.288462,0.983058,2.7241,0.625611,1.44715,1.18725,4.25963
0.454089,3.12738,0.651147,3.29927,0.291762,0.993078,1.94961,0.606964,0.792367,0.328691,20.1327
0.562175,2.64049,0.819129,2.94231,0.299998,0.976986,2.00597,0.639519,1.06505,0.577357,17.1465
0.274261,1.45857,0.71251,3.87514,0.296051,0.997559,2.55104,0.609621,1.03065,0.96836,3.2223
0.280079,1.04921,0.933773,2.19699,0.298457,0.982096,1.82108,0.609124,1.56514,1.15714,8.65679
0.462894,1.72502,0.939444,3.59296,0.305628,0.99835,2.33977,0.611735,0.866014,0.279678,16.6956
0.870253,2.00852,-0.0690868,2.88876,0.296091,0.967687,2.174,0.613311,1.2109,0.794308,11.7211
0.692001,1.77333,0.357003,4.5566,0.298287,0.991026,2.10634,0.622745,1.00722,0.724743,10.0509
0.616928,1.33821,0.553193,2.91116,0.306027,0.987505,1.84827,0.629185,1.11122,0.827739,14.6515
0.459995,0.983449,0.612733,3.8242,0.286478,0.997733,1.9255,0.609066,1.0765,0.487785,12.7533
0.498459,2.5885,0.350231,2.45692,0.292787,0.970874,1.93733,0.623357,1.21339,0.819309,20.0026
0.611853,3.03733,0.609692,3.56323,0.279292,0.995489,2.35763,0.604572,0.680901,0.24965,14.2101
0.534583,3.45544,0.532663,3.42299,0.292012,0.975199,1.96734,0.613814,1.42838,1.15499,22.6389
0.742919,3.04739,0.557795,2.58231,0.296873,0.995409,2.9618,0.596811,0.801609,0.246482,26.0017
0.573228,2.28177,1.20756,2.59103,0.28776,0.975522,1.7764,0.64199,0.740128,0.303945,7.15745
0.093262,0.912062,1.17945,3.43057,0.291837,0.988244,1.99951,0.598337,1.28328,0.641605,15.492
0.593757,1.09292,0.910879,3.03349,0.310632,0.988147,2.2309,0.631833,1.21757,0.78729,6.4041
0.845028,1.98675,-0.0172434,2.70518,0.294446,0.989201,2.56169,0.612642,1.77503,1.45191,9.83922
0.325262,-0.281291,1.22339,3.37365,0.312225,0.987232,1.91984,0.63179,1.51735,1.28787,3.42048
0.263306,0.480528,1.03811,3.19067,0.284479,0.99507,2.12243,0.610915,1.42415,0.901508,3.77147
0.136296,1.37815,0.965859,3.0447,0.298938,0.996802,2.21187,0.617179,0.894697,0.179032,18.7288
0.474367,2.02012,0.470602,3.36957,0.289591,0.995839,2.36864,0.62047,1.11857,0.76991,11.0722
0.828337,3.47722,-0.0635454,2.98228,0.291529,0.981717,1.91067,0.612924,1.1265,1.09714,3.10803
1.02155,3.49428,-0.447238,2.34953,0.292306,0.986021,2.35211,0.622975,1.59437,0.933702,3.34531
0.895225,2.8245,0.64396,3.67893,0.296893,0.99727,1.83307,0.601196,0.734041,0.0765046,33.8557
0.821067,2.81379,0.0236692,2.58592,0.290974,0.978514,2.10314,0.618076,1.07956,1.04214,3.50783
0.592125,3.10803,0.907603,3.65959,0.291836,0.99173,1.84264,0.620112,1.14357,0.79002,5.30278
0.266851,3.49213,0.732033,2.09865,0.285237,0.987747,2.34032,0.607085,1.07555,0.57757,6.7717
0.22598,3.66946,0.832273,2.75998,0.290533,0.987836,1.83245,0.616383,1.43302,1.15206,19.0603
0.687746,2.59566,0.787097,3.09063,0.301376,0.989985,2.67931,0.612975,0.984418,0.283512,25.8273
0.192745,2.71687,0.983411,3.24486,0.289984,0.986187,1.62553,0.614119,0.841535,0.547802,6.70423
0.445147,3.26451,0.67744,2.734,0.29005,0.991828,2.78087,0.61676,0.834328,0.0430931,25.2778
0.383025,3.59105,0.794008,1.37962,0.287023,0.977267,2.42913,0.609143,0.925015,0.798859,4.62095
0.668008,3.81685,0.0994163,5.14583,0.313603,0.994097,2.41196,0.618333,0.879103,0.627175,32.4074
0.121288,1.84069,1.3816,1.65157,0.311604,0.991828,2.87867,0.642272,0.939439,0.531744,2.08755
0.493228,2.03949,0.378183,4.5127,0.287656,0.988471,2.12143,0.597808,1.21373,0.332933,21.0093
0.50959,2.14604,0.928152,2.26185,0.298759,0.986866,2.47855,0.620803,1.30222,0.89982,13.5168
0.783847,2.44689,0.253139,2.9595,0.29931,0.991484,1.74325,0.610437,0.694703,0.430299,15.1121
1.21095,3.49655,-0.168339,2.83316,0.271046,0.9949,2.11472,0.613625,1.23178,0.495115,8.16809
0.885787,3.5586,0.994734,2.94766,0.30354,0.983288,2.30851,0.616656,1.31173,1.28834,0.114388
0.522055,2.35957,0.948131,3.3601,0.286674,0.999335,1.77467,0.620189,0.985024,0.0296914,2.69291
0.635709,2.19005,1.38789,3.07875,0.301955,0.978297,2.90238,0.6209,0.776153,0.425289,3.86491
0.567676,1.98437,1.50092,3.16337,0.305928,0.983174,2.78375,0.62352,0.772174,0.349597,4.64109
0.754276,3.57354,0.221869,3.13536,0.280173,0.986114,1.46475,0.622308,0.940275,0.662414,29.2114
0.78911,3.37003,0.277654,2.67052,0.292755,0.988761,2.09104,0.616816,1.07035,0.564263,7.62744
0.387081,1.49335,0.911876,2.80889,0.300872,0.991172,2.144,0.608678,1.01391,0.531516,16.7738
0.557293,2.46776,0.213946,2.30308,0.291219,0.991396,2.0943,0.623642,1.2164,0.520707,13.233
0.281223,2.42776,1.37816,3.47805,0.307144,0.988882,2.22511,0.613279,0.881455,0.234252,11.5379
0.880158,4.27781,-0.177889,3.04041,0.298271,0.998079,2.27019,0.630419,0.972728,0.460882,12.2915
0.670756,2.95418,0.531968,3.39859,0.298325,0.967378,2.13608,0.619159,0.745684,0.485472,15.6257
0.534135,3.60547,0.90236,3.15521,0.294505,0.995111,2.04403,0.614845,1.11521,0.685926,16.2962
0.49003,3.81299,0.26248,2.80163,0.303781,0.991278,2.49186,0.613219,0.851002,0.397247,14.7008
0.220198,2.37511,1.24473,2.83884,0.300542,0.988171,3.37309,0.610129,0.811569,0.459427,4.69437
-0.156765,1.74459,1.42738,1.88701,0.310335,0.990966,2.10458,0.63116,0.936589,0.150395,31.665
0.0392463,1.819,1.09169,2.34874,0.29141,0.983383,2.80209,0.620708,0.904254,0.488793,4.3832
0.0450616,1.7296,1.72379,3.38066,0.29292,0.996511,1.86099,0.611972,0.81133,0.0660239,23.5557
0.499755,3.48481,1.06174,2.55465,0.286089,0.986546,2.11225,0.604072,0.713816,0.161023,10.4217
0.694386,4.15596,0.416695,2.36146,0.312547,0.994527,2.87375,0.625155,1.6733,1.64981,3.09315
0.238124,2.33541,1.01103,4.58868,0.286152,0.987488,1.89425,0.609125,0.72579,0.0953544,9.80321
0.248514,2.49972,1.01245,1.48862,0.295259,0.996209,2.49125,0.602698,1.08062,0.747998,16.4623
0.424072,3.23892,0.794779,4.22419,0.27414,0.982873,3.09105,0.625292,1.01389,0.61134,26.0992
0.461317,4.27389,0.745777,2.09112,0.311549,0.994114,2.13112,0.608054,1.22268,0.931492,5.76403
0.617475,4.8724,0.69768,4.43333,0.284762,0.986877,2.21247,0.619505,1.27888,0.9515,30.903
0.76856,5.91265,0.226946,1.81045,0.289362,0.995444,2.10444,0.605518,1.18221,1.00586,5.77431
0.393315,2.33272,0.59843,3.27449,0.287471,0.994831,2.47958,0.624496,1.30673,1.14171,3.03818
0.352033,1.81991,1.09729,3.28778,0.284288,0.9961,1.75039,0.609328,1.02202,0.628658,19.2868
0.498178,3.11538,0.518748,2.60745,0.285729,0.977825,2.43101,0.620425,0.91871,0.564732,8.71265
0.379179,2.86336,1.08506,3.42038,0.31051,0.996046,1.96639,0.628765,0.867914,0.55004,21.8406
0.363414,1.47447,1.37941,2.18623,0.28303,0.972389,2.1269,0.613876,0.895821,0.475691,10.313
0.334017,1.1393,0.776985,3.37212,0.299733,0.998196,3.41481,0.634209,1.25282,0.898017,20.3167
0.56203,2.54474,0.214862,3.24427,0.292911,0.97111,1.44651,0.610008,0.765547,0.437043,6.7034
0.580852,3.51142,1.27739,2.91973,0.28658,0.99486,2.02544,0.62617,1.47013,1.15535,3.28037
0.537827,3.76831,1.06992,3.79735,0.29646,0.991189,2.74512,0.600598,1.00835,0.468621,10.0989
0.379681,2.92441,1.29912,3.91757,0.298498,0.994474,3.11455,0.625615,0.637555,0.168207,0.901455
0.397162,3.16416,0.912454,3.73636,0.30272,0.994902,2.92919,0.615024,0.935911,0.128932,2.71076
0.215223,3.61817,1.03013,2.82306,0.295256,0.977073,1.57586,0.626509,1.20752,0.500769,2.18151
-0.000107886,2.63499,1.39965,2.87934,0.292904,0.986132,2.40721,0.601793,1.16647,0.688786,18.7114
0.144339,3.54925,1.65969,1.65518,0.298776,0.986109,2.00462,0.631823,1.00764,0.604061,3.68837
0.15707,2.67369,1.4743,2.87479,0.29516,0.992275,2.47874,0.596747,1.18957,0.570057,15.863
0.88297,3.55265,-0.24405,2.91645,0.295528,0.993073,1.59752,0.631631,1.01009,0.519316,22.806
0.454595,2.6467,0.647827,3.28933,0.303889,0.988322,2.21942,0.615828,0.652512,0.333468,8.35301
0.838296,2.8311,0.362384,3.04185,0.289079,0.994366,2.23976,0.612278,1.38275,1.08408,15.7971
0.61133,3.07948,0.929726,2.36286,0.297883,0.985034,2.47977,0.614443,0.711524,0.323199,13.5369
0.341739,2.45049,0.937825,3.23567,0.279138,0.990402,1.86985,0.610064,1.42604,1.07171,19.2827
0.611491,4.02813,0.645273,2.18956,0.302085,0.995295,2.21516,0.612147,0.714363,0.0725702,9.26761
0.69375,3.13397,0.814115,3.45019,0.298288,0.985621,2.64175,0.610172,1.43768,0.498521,21.8085
0.720538,3.95845,0.30226,3.3894,0.296267,0.998135,1.95041,0.620847,0.739458,0.0670068,12.2512
1.19473,4.30182,-0.0681819,3.38948,0.303943,0.991395,1.66629,0.631129,0.625779,0.159136,19.0228
0.427404,2.19017,1.60129,3.36708,0.308534,0.993822,3.13789,0.657252,0.70643,0.124461,7.2205
0.559705,3.1139,0.150672,3.99259,0.290407,0.997284,2.23206,0.59612,1.19146,0.741238,6.35271
0.419745,3.22033,0.100418,3.2804,0.287372,0.995664,1.62477,0.60398,1.14359,0.723411,15.871
-0.00968314,1.85592,1.68048,2.87645,0.293587,0.988454,2.16425,0.623946,0.647709,0.0393625,8.97188
0.293497,1.97953,1.13429,4.2401,0.297213,0.991332,2.79645,0.612232,0.917431,0.0694624,21.603
0.108369,1.46203,1.05476,2.35878,0.291684,0.98797,1.88075,0.624447,0.775182,0.265161,10.7532
0.287966,2.02106,1.16549,3.60197,0.298517,0.993818,2.14305,0.621597,1.11531,0.907597,21.6524
0.590917,2.57851,0.488081,1.98693,0.299699,0.994057,2.36156,0.612981,0.734059,0.0320769,8.2665
0.790326,3.87413,0.531687,4.11815,0.298375,0.99243,2.9932,0.609294,0.89232,0.634304,11.655
0.298139,2.37837,0.894751,1.94022,0.298394,0.984253,1.95065,0.635994,0.795897,0.502357,10.9451
0.827205,1.92166,0.408354,4.89081,0.303527,0.99488,2.73521,0.60964,1.49136,1.18384,9.31426
0.379243,2.56927,0.742564,1.66076,0.278617,0.985525,1.75279,0.600024,0.712036,0.184668,17.3957
0.317147,2.17816,0.659525,3.87171,0.288366,0.996164,2.8285,0.614408,1.17558,0.834512,7.68459
0.470842,2.61455,0.457699,2.21551,0.301146,0.978054,1.81731,0.628271,0.873778,0.420957,9.88384
0.736594,3.54595,0.647391,3.34711,0.290458,0.996395,2.18852,0.594196,0.90457,0.255687,14.3504
0.38239,2.49676,0.553435,2.71296,0.297917,0.988219,1.96281,0.637693,0.998045,0.863379,4.15777
0.287436,2.53476,1.6797,3.05394,0.294725,0.992916,2.08441,0.605404,1.06945,0.147081,7.08691
0.687903,2.81258,0.670888,2.80149,0.299512,0.988653,2.33733,0.620087,0.594542,0.0981413,26.7548
0.801349,2.85879,0.445144,3.35896,0.301959,0.986013,2.58625,0.613741,0.632095,0.132358,20.757
0.727083,3.54907,1.4145,2.75044,0.304404,0.989013,2.02835,0.612441,1.37901,0.936369,9.04517
0.670457,3.52596,0.728706,2.61039,0.315619,0.988787,2.64735,0.633454,0.593584,0.105953,10.0309
0.381251,1.4851,1.28056,3.49539,0.294996,0.997421,1.70382,0.608183,1.36648,1.0694,17.8496
0.701789,4.46432,0.495508,2.54613,0.294732,0.989953,2.5394,0.642341,0.766096,0.404321,13.0219
1.01128,4.94092,-0.50792,4.11674,0.294102,0.987422,2.32578,0.592447,1.30775,1.13123,9.24644
1.0742,4.90175,0.162105,3.01756,0.276489,0.980971,2.53412,0.609389,0.763235,0.168565,24.9993
0.963305,4.36485,0.128316,3.24698,0.291007,0.973806,2.14239,0.606826,0.716641,0.133137,13.1125
0.985714,3.29508,0.97595,3.26136,0.295473,0.989085,1.67098,0.621411,1.00453,0.502173,16.9435
1.2636,4.34801,0.554338,2.85873,0.290253,0.98566,2.33659,0.601265,1.77377,0.898215,8.9681
1.15116,3.68784,0.422171,3.10757,0.292774,0.986017,1.6026,0.623682,0.816482,0.192787,16.7794
0.848275,3.83306,0.686858,3.18486,0.279492,0.979715,2.40398,0.619452,0.844313,0.301526,16.3082
0.798749,3.56741,0.856817,3.74703,0.302325,0.984997,2.08015,0.604567,0.962164,0.403725,17.7416
1.19308,3.66153,-0.141986,2.6865,0.294239,0.993487,2.95058,0.61828,1.37559,0.916836,14.0776
1.11294,3.32682,0.170951,3.78762,0.294289,0.997951,2.37634,0.609616,1.54241,0.899411,17.1803
0.166728,1.85251,1.0763,2.97764,0.284234,0.962269,2.12295,0.617661,0.612279,0.339979,16.4595
0.159207,2.07909,0.860774,3.17596,0.301863,0.998113,2.37426,0.617248,1.14942,0.0386265,15.8488
0.279905,3.28396,0.595056,2.90749,0.288593,0.981542,1.60462,0.614971,0.596208,0.339819,16.2251
0.0852384,3.36899,1.22519,2.62459,0.278187,0.985376,2.90208,0.613362,2.17396,1.80006,5.09217
0.286123,4.09277,0.91238,3.38866,0.289446,0.975662,1.66937,0.631651,0.993033,0.831219,4.68569
0.642087,4.54285,0.365966,1.68096,0.309643,0.994815,3.33268,0.613628,1.22915,0.972478,7.62222
0.586325,3.96896,0.576663,1.8685,0.295598,0.992815,5.19277,0.617216,1.0955,0.843509,15.3041
0.321973,2.3819,1.01261,3.16136,0.290264,0.986085,2.22334,0.620283,0.922551,0.375354,14.0633
0.734488,2.70011,0.800227,2.04944,0.290878,0.990929,2.38654,0.623087,0.624513,0.220166,19.9241
0.916534,3.53388,-0.144652,2.83668,0.29278,0.985342,2.04922,0.607397,1.20364,0.693647,15.6524
0.664466,2.67226,0.829642,2.63866,0.287593,0.994284,2.70365,0.60014,1.0188,0.600304,4.99957
0.318253,3.21961,0.957078,3.93222,0.291455,0.990509,2.28083,0.64573,0.935268,0.496806,11.1482
0.354202,2.23737,0.527667,2.07473,0.285486,0.989546,2.14517,0.588205,1.3025,0.978858,3.84847
0.327123,2.71175,1.01063,2.45461,0.290796,0.990612,2.61505,0.642951,0.837836,0.0953179,6.0346
0.0447241,1.79965,1.54827,3.03782,0.293609,0.98986,1.68996,0.59823,0.869245,0.0907821,9.4284
0.536618,3.26084,0.535349,3.08994,0.285365,0.982737,2.613,0.627561,1.15589,1.11374,2.22063
0.568722,2.95681,0.736271,3.56877,0.286977,0.997928,2.18355,0.613357,1.00071,0.659845,11.5015
0.456617,3.50915,0.464438,2.85191,0.293654,0.982306,2.46728,0.618851,1.05444,0.918127,4.96897
0.584469,3.79032,0.473434,2.38835,0.291335,0.998245,1.82486,0.602359,1.11447,0.680024,8.36058
0.556387,3.95084,0.727048,3.3144,0.290822,0.999378,2.14939,0.618728,1.29715,0.899198,21.2865
0.560124,3.11401,0.593888,2.79436,0.291631,0.985253,1.81674,0.604528,0.717256,0.366304,10.2742
0.409001,2.8433,0.812444,2.61145,0.281704,0.985682,2.22658,0.61045,1.29001,1.20726,3.77385
0.755362,3.32159,0.533113,3.52807,0.302833,0.994906,1.67627,0.641557,0.918445,0.40108,4.00743
0.803265,3.80207,0.664188,3.26493,0.301488,0.998197,2.21476,0.616127,0.730186,0.300299,1.30271
0.718138,3.24941,0.62248,5.25303,0.31019,0.997501,2.77677,0.61603,1.03372,0.914096,1.27275
0.945281,3.18969,0.490257,2.98117,0.287283,0.986981,2.56248,0.613643,1.54588,1.09727,1.85015
0.634555,2.36898,0.292599,2.10711,0.293919,0.987326,2.61963,0.640487,0.793749,0.511202,4.55365
0.408969,3.59557,0.982118,2.68673,0.298014,0.99089,2.01981,0.593751,0.938607,0.312941,5.44371
0.741318,3.31433,0.327911,2.38556,0.302476,0.997594,2.26476,0.63139,0.965212,0.492189,25.7055
0.284399,2.61826,1.19105,3.90647,0.278717,0.98762,1.92288,0.610333,0.840534,0.545109,10.0307
0.341711,3.46087,1.11263,3.08,0.301484,0.978135,3.21179,0.621385,1.0596,0.754975,15.0113
0.331203,2.24082,1.05785,3.41788,0.309789,0.996603,1.7476,0.628207,0.947649,0.678183,8.2461
0.285626,2.52866,0.619048,3.58178,0.275342,0.994118,2.72223,0.610093,0.953193,0.71374,6.5612
-0.0224171,2.15226,1.06175,1.878,0.283865,0.965665,1.88382,0.61801,1.44724,0.551407,1.38431
0.392522,2.97262,0.298795,4.42503,0.290457,0.995064,2.28785,0.610556,0.894692,0.578523,0.872119
0.310095,2.83256,0.483206,3.24723,0.290131,0.997152,2.27054,0.612937,1.00726,0.811334,0.732786
0.441375,2.52824,0.643747,3.09933,0.290613,0.994998,1.85119,0.610286,0.973073,0.460889,0.879758
0.59934,2.93866,0.0187704,3.54013,0.300933,0.982729,2.40017,0.62057,1.0317,0.813092,6.6099
1.02637,3.46321,0.585472,3.28207,0.290602,0.995241,1.75084,0.607974,0.843292,0.319504,19.1537
0.63994,2.47893,0.42303,2.6906,0.290123,0.985568,2.45299,0.618776,1.11843,0.840867,15.5729
0.371954,1.87066,1.0548,3.23437,0.300717,0.992837,1.98358,0.613869,0.906853,0.68448,4.63056
0.598443,4.15692,0.518445,2.56633,0.298009,0.996761,2.01384,0.62318,0.94162,0.445112,13.7899
0.388963,3.74825,0.670338,2.39073,0.294136,0.972738,2.29973,0.625559,0.798835,0.418045,15.1552
0.466679,4.27197,0.580157,3.29687,0.280585,0.997285,1.90337,0.610344,1.51989,1.15919,11.5511
0.0908736,3.14452,1.60904,3.16472,0.293921,0.973533,2.29358,0.62677,0.788255,0.346708,14.7704
0.132443,3.18155,1.50254,2.82274,0.296175,0.975073,2.03766,0.630945,0.811658,0.363909,11.4498
0.613855,3.10279,0.343699,3.19695,0.293618,0.99627,2.10538,0.59634,0.935378,0.506826,11.3391
0.557266,3.22068,0.600049,2.46759,0.295472,0.982826,2.54162,0.612637,1.25719,0.867657,3.93097
0.496728,3.73219,0.627028,3.98256,0.304247,0.996473,1.77734,0.623823,0.787357,0.396032,6.62154
0.778365,3.87954,0.725787,2.81944,0.278946,0.989394,2.37043,0.61743,1.03304,0.705787,8.54075
1.04902,3.99592,0.151306,3.65045,0.291855,0.9904,2.47617,0.617389,0.949528,0.29112,29.5927
0.65167,2.62885,0.352556,2.93476,0.298818,0.988731,2.21036,0.614798,1.02766,0.939794,2.10114
0.406348,1.39106,0.947374,2.50906,0.293504,0.989541,2.04076,0.605152,0.835345,0.345519,5.57769
0.475295,3.7848,0.522251,3.02463,0.300252,0.991702,2.4733,0.628482,1.11105,0.643367,26.9827
0.327541,3.28271,0.525998,3.00256,0.306984,0.996189,2.72557,0.619415,0.997452,0.636299,3.9278
0.443818,3.01659,0.481274,3.46664,0.303479,0.988297,2.14872,0.628146,0.755195,0.171359,5.70005
0.511262,2.46974,1.15016,2.23739,0.292373,0.989702,2.03798,0.609471,1.56606,1.05432,22.2114
0.4894,2.9667,0.903546,3.69344,0.302853,0.987217,2.26939,0.626023,0.679476,0.221175,8.69797
0.585279,2.75379,0.377616,3.49704,0.295568,0.99297,2.30266,0.612116,1.21785,0.95848,12.9674
0.178452,0.899456,1.5861,3.76239,0.289555,0.997479,2.3113,0.610051,0.77946,0.19091,16.1361
0.26821,1.66979,1.02162,2.68469,0.294019,0.988977,1.74528,0.619979,1.03138,0.737869,17.1583
0.450692,1.69097,0.856308,3.07225,0.294941,0.9788,2.37734,0.624032,1.09839,0.709839,9.40759
0.503653,2.76456,0.957987,2.48994,0.289676,0.98901,1.90192,0.618304,1.16648,0.878629,11.6199
0.569879,2.73858,0.649549,3.21617,0.293845,0.991606,2.02047,0.615317,1.33498,1.06804,4.23894
0.609367,2.86394,0.545915,3.06158,0.303342,0.995101,2.10568,0.620147,0.793097,0.267638,3.16767
0.277699,2.85841,0.925245,3.52447,0.289948,0.980639,2.24825,0.615677,1.63606,1.32383,6.14614
1.10809,4.24955,-0.551288,1.82049,0.285043,0.995777,2.32811,0.619408,0.906352,0.519083,23.8857
0.777912,2.31858,0.56446,4.26206,0.273976,0.992845,1.8159,0.593947,0.712826,0.301092,8.57895
0.929397,4.31369,0.0482332,1.1773,0.313783,0.988246,3.52797,0.633578,1.14422,0.805979,16.8588
1.00576,4.12519,-0.440454,1.40225,0.282612,0.99432,2.53962,0.615305,1.2089,0.816106,7.96468
1.04809,4.51226,-0.419747,2.90665,0.290963,0.993311,2.47513,0.630405,1.15113,0.748776,33.3741
0.201932,2.33953,1.13726,3.48762,0.297124,0.993078,2.09323,0.61623,0.850023,0.54482,14.0965
0.187875,2.24466,1.33655,3.09573,0.300386,0.99128,1.99978,0.614597,1.12572,0.618014,10.905
0.134359,1.38904,1.02484,2.55509,0.286401,0.994965,2.03837,0.610953,0.795901,0.248897,20.8351
0.952638,3.59333,0.377393,3.03514,0.28867,0.990967,2.1818,0.618683,0.988529,0.72116,11.5012
0.7752,3.25,0.598815,2.81786,0.293546,0.978199,2.12819,0.613677,0.910884,0.343312,12.093
0.629934,2.66934,1.04841,2.0379,0.283583,0.986531,1.40997,0.605915,0.892427,0.548411,7.71457
0.834629,4.21323,-0.0662733,3.04554,0.315458,0.994055,3.56379,0.631954,0.779398,0.531062,4.92298
0.529641,2.8166,0.732489,3.13715,0.273882,0.982703,1.96589,0.610808,1.60021,1.28475,22.7964
0.7899,2.73245,0.166448,2.78179,0.291769,0.992031,1.71541,0.616359,0.705818,0.35024,7.4244
0.556605,2.63044,0.598668,2.92165,0.284512,0.991249,2.61321,0.615932,1.30292,1.01041,18.3925
0.686481,3.16308,0.531037,3.24588,0.299961,0.99417,2.01208,0.623087,0.704047,0.167333,10.6248
0.512848,2.59725,0.501505,2.65613,0.294917,0.983903,2.75813,0.611841,0.997807,0.535033,9.75275
0.37679,1.81486,1.08638,3.28966,0.30321,0.993318,2.70261,0.615184,0.92508,0.501064,21.5529
0.473295,1.40898,0.120083,4.4447,0.290307,0.998029,2.12889,0.621143,0.842403,0.422845,11.1259
0.562727,1.91526,0.331285,1.43376,0.293932,0.976752,2.29503,0.599718,1.39867,1.04248,13.8353
0.781267,2.51622,0.339503,3.08336,0.282697,0.99562,2.80678,0.628358,1.22167,0.873021,14.8667
0.581235,3.38769,0.571363,3.16025,0.295978,0.981019,2.06969,0.626013,0.902509,0.553914,7.43622
0.693434,3.67281,0.372115,4.537,0.303667,0.984948,2.0252,0.627557,0.778097,0.304819,6.67269
0.695621,3.75169,0.83257,1.61278,0.289821,0.996132,2.95991,0.592363,0.890501,0.184676,9.57553
0.538966,2.89472,0.277145,3.1275,0.294401,0.975352,3.11394,0.62181,1.76219,1.51642,3.55854
