c1,c2,c3,mu_c,alpha,beta,sigma_c,sigma,s_m_n1,s_m_n2,s_m_n3
0.443974,4.51644,0.752335,2.67699,0.294361,0.988208,1.94714,0.622017,1.00663,0.634372,19.9393
1.07596,5.31381,-0.230072,3.5133,0.283273,0.983726,2.37582,0.611885,1.41054,1.30248,4.09591
0.449681,4.26428,0.759603,2.96684,0.312405,0.993471,1.88719,0.629295,0.815478,0.348537,23.194
0.687922,4.52308,0.628803,3.20095,0.277027,0.986565,2.53317,0.608089,1.53807,1.11523,9.7695
0.333974,4.46359,1.1099,2.6948,0.279654,0.980059,2.16841,0.620327,1.30285,0.749498,10.0162
0.22608,4.32372,1.12887,2.93152,0.289351,0.973243,2.37068,0.618216,1.24134,0.865502,8.55519
0.381399,4.52057,1.14517,2.50204,0.288665,0.978912,2.31962,0.614647,1.28895,0.749415,8.33229
0.743857,2.75662,-0.0123442,3.26903,0.291211,0.990766,1.92723,0.609723,0.732476,0.356862,14.2384
0.548439,3.64299,0.818275,2.9341,0.30268,0.991463,2.45896,0.62011,1.06088,0.739038,8.04697
0.530146,3.98994,0.80802,2.65811,0.295362,0.983016,1.85273,0.622138,1.08098,0.502355,24.7043
0.613621,4.25172,0.753863,3.69646,0.304401,0.997068,2.34682,0.622719,0.740633,0.413693,11.4839
0.513517,4.1465,0.932993,3.21799,0.299557,0.990686,2.23306,0.603236,1.57141,1.27808,18.3385
0.576063,4.3851,1.27915,2.43771,0.303388,0.991823,1.89656,0.611426,1.42731,0.814766,12.0925
0.540883,4.27315,1.44678,3.24459,0.302492,0.985238,1.98144,0.611458,1.02296,0.508571,9.64088
0.399464,4.34576,1.17397,2.22242,0.292875,0.991748,2.1753,0.611875,0.899406,0.314319,10.9646
0.466522,4.0935,1.07117,3.19996,0.297082,0.98383,1.77422,0.605754,1.07985,0.349048,10.6325
0.597837,3.80652,0.86422,2.33834,0.285833,0.990498,2.59526,0.621871,1.10815,0.41633,21.7184
0.957351,3.40201,0.712326,3.40326,0.298916,0.984822,1.82107,0.611927,0.639787,0.272415,6.3229
1.00495,4.32417,0.689576,2.99422,0.284045,0.989181,2.17217,0.638233,0.964734,0.0558349,8.75834
0.827241,4.00997,1.03466,2.83308,0.282871,0.975021,2.25985,0.617158,0.733461,0.101608,4.62811
0.578901,3.38469,1.53096,2.79757,0.281648,0.99623,2.25221,0.614375,0.891239,0.0147396,32.5593
0.944826,4.20163,0.246883,2.84207,0.304619,0.998771,2.14417,0.610629,1.22538,0.983621,1.23888
0.78216,3.83465,0.221313,2.7778,0.302214,0.999115,1.79458,0.627252,1.1347,0.690231,14.945
0.634032,3.38492,0.0381469,3.07812,0.286336,0.999372,1.45183,0.62355,0.689817,0.418683,20.056
0.663457,3.00369,0.27515,3.09255,0.303112,0.999203,2.94207,0.598511,0.799803,0.404887,7.87451
0.777598,2.50968,0.0631845,2.13043,0.281663,0.997731,2.3715,0.620389,1.12676,0.885056,13.404
0.739054,2.42599,0.190905,2.65677,0.284241,0.997457,2.38211,0.624168,1.65206,1.23164,23.9226
0.491678,1.14107,0.595096,4.01952,0.300791,0.992574,1.82256,0.613712,0.902024,0.686942,7.0059
0.449058,1.38689,0.850132,2.58387,0.295922,0.988023,1.33877,0.620799,0.893919,0.546316,15.7599
0.580133,2.07599,0.0454631,4.03421,0.274279,0.980312,2.4022,0.601521,1.4562,1.04726,15.8089
0.5755,2.07515,0.179213,2.86957,0.293639,0.981412,2.70449,0.617347,1.24663,0.672116,9.69772
0.250647,1.16976,1.07599,3.43857,0.295866,0.985856,1.62231,0.607494,1.41808,1.20438,4.0547
0.787898,4.39064,0.30263,3.51529,0.286127,0.982737,1.97727,0.613181,1.3952,1.26971,8.01886
0.610801,4.63253,0.32621,2.73148,0.29561,0.990742,2.0634,0.606284,0.819815,0.310747,16.1498
0.587959,4.15377,0.522848,2.92274,0.2785,0.979619,1.61161,0.619853,0.934815,0.672758,7.68015
0.425816,3.49714,0.729155,3.37507,0.281129,0.992166,1.43189,0.621253,1.28564,0.846818,21.7192
0.813058,4.04477,0.209757,2.73179,0.280994,0.983401,2.5069,0.610298,0.749137,0.592698,2.79362
0.835926,3.5738,0.29728,3.26856,0.289692,0.975582,3.21471,0.618227,0.814047,0.409061,5.15303
0.732351,3.95491,0.737066,3.36835,0.285878,0.992374,2.2812,0.629894,1.00174,0.857709,2.34162
0.971232,4.31865,0.0858912,2.63361,0.30391,0.982963,1.94528,0.631211,0.780964,0.420053,16.6109
0.341686,2.70315,0.937167,3.07885,0.304148,0.99472,1.58933,0.628965,1.19636,0.922534,11.1292
0.340913,2.26117,1.10923,3.05897,0.294261,0.998605,2.23339,0.607724,1.1387,0.709453,12.8638
0.475501,2.30051,1.22178,2.73433,0.290261,0.995865,2.25265,0.604607,1.29761,0.921597,11.1101
0.482643,2.27989,1.21988,2.74603,0.290586,0.99571,2.2303,0.604813,1.29265,0.901097,10.6734
0.523444,3.43993,0.182138,3.23425,0.29511,0.986763,1.85631,0.626307,0.736242,0.260026,14.7876
0.471607,3.29872,0.480879,2.89319,0.29029,0.983354,1.71625,0.62678,0.771788,0.129593,17.5209
0.429826,3.16061,0.809067,2.72498,0.277341,0.973235,2.18287,0.619947,0.658681,0.325206,16.4663
0.451983,2.88637,0.738488,2.82323,0.283741,0.975334,2.20183,0.61798,0.807497,0.295086,25.893
0.424492,2.9169,0.894387,2.73839,0.283865,0.967602,2.12194,0.6172,0.71763,0.207792,16.8237
0.581988,2.09649,0.316434,3.03361,0.298913,0.997657,1.77314,0.613701,1.20908,0.703779,11.0619
0.430935,1.84961,0.837243,3.03328,0.298328,0.986204,2.26147,0.61648,0.923234,0.343589,9.80102
0.459797,1.55991,0.679477,2.96958,0.305725,0.994983,2.41337,0.619629,0.927696,0.554566,8.72269
0.46873,2.52666,0.933679,3.86372,0.31023,0.995055,1.81791,0.625863,1.07079,0.661799,12.0421
0.428923,3.123,0.286813,2.23108,0.291183,0.991265,2.99095,0.610652,0.810607,0.42146,18.3146
0.385877,3.12456,0.289352,2.32394,0.287658,0.983426,2.5801,0.60628,0.894088,0.634567,33.7784
0.549844,4.37397,0.262396,3.97856,0.294845,0.988438,2.11891,0.615554,0.80202,0.180324,8.46632
0.479464,3.4558,0.785348,2.62022,0.291118,0.983435,1.80497,0.606903,0.889105,0.495822,10.7088
0.617133,3.90422,0.371633,3.33571,0.293449,0.994294,1.7266,0.613476,0.718538,0.0293518,19.7189
0.554913,3.2827,0.646179,2.65814,0.29257,0.992701,2.12401,0.602188,0.83126,0.472537,5.81943
0.429705,2.64615,1.0538,2.58865,0.300998,0.974262,2.50674,0.602919,1.07071,0.2278,2.10872
0.389878,2.38202,1.06546,2.35668,0.309404,0.995678,2.13774,0.608436,0.73308,0.16196,3.39862
-0.0827223,1.996,1.38357,2.24595,0.290716,0.997643,2.44181,0.626284,1.29094,0.899315,22.8343
-0.109873,1.37065,1.25043,2.42903,0.298205,0.996457,1.92929,0.606441,1.38999,0.958802,7.46762
-0.0273278,1.95849,1.33624,2.31019,0.296747,0.991109,1.75847,0.610822,1.19959,0.757921,5.45281
0.226146,2.29518,1.13527,2.02478,0.28821,0.990657,2.15447,0.607923,1.68808,1.31166,7.83623
0.22974,1.88241,1.15044,3.47578,0.287044,0.989367,1.98566,0.60857,1.11505,0.399615,25.3805
0.308722,2.5993,1.07201,2.39658,0.310859,0.990393,2.55973,0.626592,0.756295,0.240279,6.22629
0.310836,2.57478,1.11936,2.39419,0.312182,0.990782,2.6134,0.627581,0.75649,0.251751,6.86034
0.691892,3.49433,0.0121001,3.32168,0.297562,0.985387,2.35327,0.605778,1.11565,0.614258,17.7884
0.316114,2.21373,0.708779,3.2057,0.308836,0.98961,1.87211,0.624136,1.01877,0.730119,5.36149
0.495175,2.66738,0.612707,3.20191,0.301137,0.989208,3.39486,0.614386,1.17018,0.642072,15.0038
0.534685,2.66766,0.386827,2.86666,0.300956,0.980473,2.83784,0.610044,1.19438,1.0303,11.0577
0.520745,1.90055,0.812086,1.75498,0.307068,0.996042,3.16689,0.609144,0.706764,0.486817,7.39984
0.558042,2.63364,0.76232,3.79644,0.288522,0.996404,2.06867,0.613757,1.39897,0.482359,28.5785
0.49612,2.93023,0.969725,2.39306,0.29195,0.976991,2.04163,0.614472,1.07528,0.323431,4.6668
0.910864,4.45475,0.577235,3.40035,0.297386,0.995603,2.11212,0.603548,0.964124,0.0465296,11.0346
1.06628,5.46595,0.301059,4.4894,0.294299,0.990879,3.91018,0.617723,0.860928,0.451066,6.00917
0.786967,2.90466,0.302865,2.33999,0.296118,0.992706,1.54762,0.62595,0.980017,0.379573,24.0139
0.91814,3.23813,0.0450611,2.69324,0.292359,0.979306,3.41089,0.622903,0.934961,0.652842,1.58605
0.804893,3.18371,0.429482,3.95659,0.299402,0.995452,1.86854,0.617525,1.25671,1.19158,2.32531
0.182431,1.4039,1.83728,2.50587,0.298919,0.994122,3.44215,0.620716,1.07411,0.281197,0.809547
0.361813,1.98179,0.970162,3.05762,0.299921,0.993546,3.9257,0.610784,0.855207,0.502736,11.2954
0.218057,2.10291,0.874797,3.03738,0.29191,0.997067,2.27935,0.615555,1.10448,0.630261,20.0306
0.629866,2.0681,0.439772,3.39692,0.308943,0.985739,2.74104,0.605424,0.931272,0.601447,9.86238
0.589021,1.47327,0.16381,3.2622,0.289637,0.983303,2.89937,0.601799,0.923442,0.548737,10.4529
0.583086,1.5332,0.462425,3.45444,0.289776,0.983454,2.88726,0.60123,0.966862,0.606282,11.3153
0.472605,1.0089,0.804131,2.74794,0.288843,0.975901,2.4087,0.61574,1.30194,0.900684,31.0428
0.361294,1.25123,0.695798,2.78541,0.293348,0.979151,2.27782,0.619312,1.26394,0.731823,13.4904
0.343291,1.05272,0.692568,2.72638,0.291753,0.984924,2.30945,0.618452,1.36467,0.919049,11.9991
0.229196,1.6751,0.874219,3.23065,0.301973,0.988445,1.92306,0.607855,1.51153,1.22407,22.7452
0.380241,2.10606,0.875378,3.07311,0.287634,0.982806,2.79199,0.617238,0.604992,0.397433,6.11964
0.454552,3.13535,0.615239,3.45983,0.279982,0.994944,2.72216,0.608412,0.899456,0.215723,24.1619
0.759719,3.78335,0.334213,2.3985,0.293594,0.987877,2.70724,0.620734,0.929718,0.509187,8.91486
0.595694,3.53416,1.04728,3.47892,0.285445,0.984866,3.10455,0.619092,0.67423,0.0807495,24.4291
0.547573,3.31972,0.792344,3.79154,0.303281,0.981799,1.99259,0.628607,0.780113,0.0686299,12.7451
0.752005,4.28467,0.752897,2.40413,0.293933,0.993842,2.35466,0.601162,0.982488,0.42374,7.08378
0.641904,3.65867,0.336939,2.52148,0.284905,0.982661,1.64908,0.613659,1.37838,0.936753,10.2934
0.820667,3.33983,0.114771,1.85525,0.299129,0.9864,2.84655,0.624476,0.654866,0.482481,2.38371
0.57913,2.81574,0.509899,2.1935,0.304853,0.994405,2.62738,0.625035,0.721375,0.497542,7.24772
0.653981,2.9685,0.206625,3.92205,0.29799,0.982831,2.10634,0.611352,1.04095,0.817091,6.5924
0.553432,3.2957,0.922247,2.15923,0.290734,0.990544,2.33902,0.604664,1.02656,0.741265,23.8306
0.614498,2.52798,0.788089,4.12041,0.293946,0.982723,1.95188,0.628462,0.6666,0.264551,8.37764
0.38838,3.11456,1.55819,2.26113,0.303542,0.990492,2.1383,0.628051,1.02842,0.351924,24.1288
0.523073,3.06463,0.420873,3.42072,0.294321,0.993222,1.97575,0.621355,0.732224,0.174511,8.77373
0.512489,3.172,0.400999,2.95166,0.292282,0.993595,1.98019,0.624066,0.825447,0.206107,7.5238
0.562094,3.49376,0.49713,3.61912,0.301304,0.988576,2.37358,0.622799,0.622457,0.226386,8.49041
0.94471,2.75733,0.073347,2.7459,0.295479,0.988734,2.16102,0.614043,1.16747,0.876941,20.4186
1.1837,3.06904,-0.181694,4.44446,0.294018,0.98573,2.52301,0.607892,1.07479,0.414451,15.5745
0.874028,2.12617,0.629305,2.54753,0.290414,0.984673,1.85249,0.618389,0.950837,0.45666,19.9559
0.903147,2.24368,0.377415,2.64327,0.288537,0.96461,1.8404,0.610756,1.05685,0.506601,15.6504
0.981011,3.51823,0.199588,3.72333,0.29932,0.992057,2.13049,0.627622,0.904136,0.34175,3.78901
0.893468,3.29205,0.479391,3.03971,0.286696,0.995599,2.18568,0.612972,0.628788,0.153525,3.11278
0.562977,3.82642,0.240369,3.10464,0.294709,0.985947,1.8618,0.611729,1.34419,0.911191,7.08998
0.339265,3.61934,0.679348,1.92925,0.286481,0.993325,2.66104,0.617997,1.11524,0.467722,15.7959
0.710307,3.21953,0.442711,3.4337,0.300782,0.986596,2.1858,0.61019,0.838678,0.391802,17.1658
0.975214,3.65873,0.0324576,2.66756,0.310163,0.990745,2.01439,0.626919,0.799743,0.515243,14.9759
0.788444,3.00622,0.310699,3.16497,0.296589,0.994806,2.39241,0.621941,0.812241,0.262628,6.89776
0.939343,4.16864,0.0796967,3.92447,0.311725,0.989412,3.2642,0.623761,0.828851,0.490508,31.0514
0.958811,3.22131,0.304394,3.06387,0.278331,0.987671,1.72111,0.616795,0.600549,0.0302043,4.44854
1.01918,3.7528,0.146344,2.78327,0.276557,0.989961,1.87421,0.629912,0.930159,0.414826,16.8429
0.460202,2.69935,1.14976,1.94572,0.312585,0.998071,2.86437,0.615386,1.19454,0.454972,7.46862
0.549615,2.1735,0.722191,1.87507,0.298507,0.995298,3.72469,0.625308,0.709919,0.417523,18.943
0.274501,1.82753,0.666872,1.50873,0.299569,0.994722,3.64314,0.61981,0.765299,0.339715,28.0902
0.755341,2.59851,0.382971,1.92233,0.282023,0.991046,2.73236,0.626749,1.02947,0.674106,10.9059
0.578052,2.84766,0.990059,3.26962,0.303889,0.987052,1.9517,0.614959,0.68716,0.301989,24.7005
0.606448,2.92726,0.957597,2.87949,0.291639,0.984432,1.69292,0.612013,1.10487,0.521366,8.04574
0.090334,1.74019,1.08653,3.64165,0.311948,0.996304,2.02899,0.617561,1.12883,0.379705,19.1516
0.234618,2.09549,0.420207,2.83564,0.292085,0.983403,1.61484,0.610958,1.04653,0.795468,3.2981
0.402727,3.08416,0.913371,3.75077,0.286723,0.984704,2.38993,0.629236,1.06664,0.337805,30.9866
0.716856,3.61071,0.591711,2.75324,0.305663,0.992069,1.9254,0.605004,0.659118,0.372783,4.27269
0.574583,3.25555,0.990502,3.39487,0.304753,0.994693,1.59513,0.616207,1.12117,0.411645,3.96516
0.501143,2.93887,0.462157,2.24682,0.288026,0.989741,3.03366,0.617333,1.57347,1.49573,4.31437
0.452998,4.00844,0.621201,3.10127,0.303797,0.987947,1.73757,0.610114,1.04618,0.886716,5.81793
0.777209,4.01405,0.396519,3.34683,0.295562,0.993376,2.12643,0.622669,1.35062,0.888358,5.12495
0.695676,3.97615,0.383445,3.28282,0.290025,0.987723,1.77391,0.616683,1.38497,0.927589,4.21242
0.643209,4.08938,0.99007,2.21765,0.293304,0.975754,1.7545,0.629821,1.04081,0.661493,11.3434
0.687222,2.19949,0.650251,3.85992,0.2966,0.995436,2.56065,0.615722,0.736139,0.141326,15.8007
0.709093,2.75718,0.723673,2.54435,0.296156,0.989077,2.29091,0.613576,1.20153,0.143788,16.7527
0.641902,2.6049,0.850354,2.9546,0.297505,0.982596,2.57391,0.610778,1.20742,0.0755987,19.7031
0.953122,3.2641,0.939848,4.29613,0.285505,0.995992,2.59624,0.601319,0.565798,0.18422,9.12863
0.953042,3.23335,0.995784,2.91431,0.284045,0.997008,1.97154,0.599686,0.759198,0.110794,6.86014
0.866297,2.66926,1.45196,3.39468,0.294892,0.989386,1.68161,0.617308,1.17,0.206088,12.6718
0.840856,2.66997,1.53756,2.93538,0.299289,0.990507,1.87818,0.618684,1.14159,0.081211,13.6617
0.703197,3.24993,1.68145,2.24851,0.293224,0.984516,2.37579,0.606656,0.897408,0.31813,24.1748
0.620244,3.14368,1.14348,4.01875,0.281009,0.988338,1.93793,0.605941,0.904267,0.0489085,9.38424
0.68202,3.33794,1.05898,4.12137,0.284256,0.990107,1.9664,0.60159,0.977153,0.0387739,11.4967
0.84125,4.53159,0.627422,2.23494,0.282056,0.9849,3.39604,0.613584,0.749713,0.222077,20.6578
1.07899,4.21782,-0.106965,2.36299,0.296715,0.981669,2.94421,0.614878,1.15859,0.873959,10.5881
0.939968,3.9971,0.00696132,3.36116,0.288649,0.98724,2.90095,0.611382,0.975722,0.656862,9.82509
0.513086,4.04914,0.891999,3.58502,0.288958,0.982826,2.40246,0.599475,0.834751,0.37964,10.1486
0.3928,4.08884,1.26534,2.91611,0.279387,0.993411,2.14196,0.608374,1.03057,0.577541,17.3772
0.372698,3.84269,1.23983,2.58841,0.279664,0.992475,2.21965,0.604358,1.05134,0.75296,14.2053
0.427179,3.6996,1.48226,3.79298,0.286831,0.979535,2.30137,0.594277,2.21582,1.52906,7.69983
0.323542,3.57049,1.61247,2.97645,0.287625,0.986051,1.96066,0.599422,2.20405,1.37511,7.71301
0.725012,3.08307,0.730596,2.92085,0.293051,0.99784,2.02018,0.61996,0.503498,0.14041,17.9425
0.58088,2.2212,0.368341,3.48421,0.29581,0.997494,2.22672,0.597115,1.00288,0.668203,17.9553
0.621721,1.75077,0.794656,2.62434,0.29695,0.983086,2.59188,0.628513,1.24459,0.742159,18.6585
0.673083,1.972,0.676445,2.84966,0.293416,0.989235,2.70593,0.630774,1.2922,0.757655,24.9401
0.680311,2.15979,0.79124,3.19843,0.300362,0.990374,2.21554,0.619671,1.66231,1.33074,12.6352
0.637716,2.49497,0.641798,2.38923,0.288152,0.997058,2.6316,0.609331,1.44217,0.872832,19.9192
0.379735,2.75551,0.997295,2.27971,0.290018,0.995226,2.12829,0.622312,0.799107,0.618846,6.75678
0.420896,2.841,1.13434,2.85682,0.299618,0.9912,1.57179,0.615619,1.19323,0.868424,1.90921
0.4029,2.74978,0.936071,2.84976,0.296539,0.993273,2.7662,0.612585,1.04016,0.876732,4.62891
0.867615,3.39567,0.169839,2.73976,0.275261,0.976102,1.76837,0.616654,0.991157,0.779499,5.64815
0.783557,2.82432,0.374844,3.46046,0.297534,0.995577,1.90429,0.626514,0.990221,0.58832,24.7765
0.99389,3.22564,0.209917,2.55526,0.299789,0.994277,2.08419,0.610414,0.798555,0.450246,8.59494
0.75452,2.77264,0.41274,3.76721,0.293855,0.997979,2.85432,0.626427,0.999174,0.434901,15.9979
0.690603,2.41761,0.243032,2.64738,0.290646,0.996739,2.84653,0.622806,1.16992,0.955031,5.46655
0.4571,1.94927,0.466444,2.79631,0.294507,0.996276,2.30188,0.623361,1.55586,1.22507,4.25271
0.498141,2.95033,0.850208,3.70645,0.297498,0.992086,2.02229,0.609951,1.02933,0.894807,4.99025
0.686896,3.80955,0.288025,2.89178,0.292492,0.984132,2.64241,0.613356,1.15953,0.852229,6.58109
0.808485,3.92671,0.131305,3.7533,0.299815,0.989699,2.51758,0.61831,0.970869,0.202081,2.63943
0.851604,4.40344,0.400452,2.29931,0.281439,0.984505,1.82671,0.626293,0.836842,0.205902,16.2307
0.595969,4.68853,1.03844,2.01314,0.285874,0.989455,2.35551,0.622954,0.928672,0.0361873,17.382
0.590122,4.69712,1.09786,2.00587,0.28698,0.987664,2.10989,0.630657,0.917444,0.0304562,12.37
0.612475,4.61625,0.814539,2.17709,0.285938,0.983125,1.76096,0.628522,0.962314,0.105148,32.126
0.214336,3.45256,1.00445,1.66158,0.275835,0.985478,2.43956,0.612125,1.71996,1.52181,6.40876
0.539969,4.2229,0.517654,1.76423,0.287954,0.986281,2.52238,0.594563,1.0565,0.835565,9.65085
0.531556,4.21406,0.536394,1.75986,0.286638,0.986113,2.44758,0.596308,1.01696,0.7949,9.19773
0.601016,3.91599,0.497401,3.54338,0.282676,0.985895,1.58492,0.603036,1.71991,1.4703,18.9431
0.591227,3.64591,0.275551,2.69876,0.291575,0.986776,1.6811,0.611431,1.38636,0.996544,16.8107
0.546301,2.90183,0.740643,2.87646,0.273865,0.990332,2.17471,0.621882,0.756738,0.356315,4.26019
0.628893,2.56444,0.532842,2.09259,0.301479,0.986318,2.153,0.60549,0.970871,0.714161,29.0494
0.648326,2.61223,0.63043,2.10695,0.299388,0.986817,2.34415,0.600534,0.984486,0.521981,27.5822
0.624231,2.35216,0.541975,2.05431,0.298855,0.992761,2.06347,0.599115,0.934619,0.57939,23.3599
0.501023,1.92834,0.726414,2.67586,0.294691,0.996521,2.20244,0.595821,0.938697,0.495967,24.0702
0.332251,1.2731,1.1405,2.83699,0.295924,0.998175,1.63597,0.592394,1.04201,0.610653,19.4617
0.416991,2.59718,0.73191,3.48163,0.300177,0.994203,2.941,0.63761,0.882335,0.788508,2.34176
0.397692,2.73671,0.844951,2.67779,0.296321,0.965772,2.53997,0.647049,1.06019,0.890963,10.2542
0.467384,3.23835,1.2544,3.92454,0.299444,0.993549,1.89913,0.620156,1.23161,0.542815,12.1585
0.393769,3.20305,1.19483,4.30642,0.300699,0.992458,1.90231,0.619472,1.258,0.50875,12.8685
0.600523,3.8059,0.510811,1.52,0.297849,0.982894,2.87489,0.627333,0.853454,0.281515,5.09598
0.539935,3.02906,0.635328,1.75939,0.301356,0.996542,2.93503,0.621612,0.910298,0.0891838,22.4638
0.751112,4.10182,0.303617,2.77765,0.303785,0.986145,2.07364,0.625524,0.894717,0.669797,4.59633
0.912157,3.8221,-0.179914,3.67054,0.304955,0.996963,1.27155,0.636409,1.59419,1.44279,4.29766
0.418254,3.01606,0.782296,2.75349,0.302918,0.997316,2.04483,0.601143,1.29837,0.995802,5.65118
0.667683,2.83879,0.443278,2.03862,0.295543,0.998596,2.70135,0.610301,0.747664,0.39868,14.5418
0.635401,3.0175,0.863802,3.6689,0.29262,0.992209,2.00981,0.615216,0.798038,0.457801,10.4662
0.450463,2.99543,1.31391,2.48713,0.30005,0.992283,1.96621,0.613219,1.38748,0.909796,19.6154
0.788139,3.75326,-0.0901914,3.73717,0.288311,0.997027,1.89209,0.596103,0.543519,0.228541,14.5592
0.813893,4.02964,0.173919,2.36612,0.284871,0.974732,2.20836,0.599468,1.31059,0.655904,7.10202
0.882618,4.13904,-0.0377032,1.57493,0.290505,0.982268,2.06108,0.605244,1.17239,0.933695,18.726
0.809173,4.46766,0.451665,2.68706,0.283484,0.982518,1.88471,0.619771,1.11734,0.21873,23.9519
0.490484,3.41735,1.55366,3.44721,0.296101,0.982901,2.1597,0.606474,0.768098,0.43998,8.39415
0.321602,4.23032,1.43603,2.33488,0.298454,0.993805,2.61776,0.610619,1.39087,0.0835037,10.0036
0.610441,4.49567,1.09909,4.18501,0.300125,0.984788,1.93731,0.620565,0.753477,0.456849,20.8019
0.837469,5.09673,0.174331,2.08229,0.291173,0.995413,2.34487,0.62144,1.48513,0.69441,5.36378
0.630408,3.9405,0.0854226,4.08756,0.302171,0.987697,1.81119,0.598284,0.851353,0.644837,5.55771
0.862886,4.43482,0.0112917,2.39566,0.29677,0.992356,3.08775,0.621366,0.947796,0.194755,29.3921
0.589601,3.52826,0.727182,2.81965,0.299527,0.987389,1.84979,0.612936,0.81091,0.557422,8.13878
0.562353,3.99198,0.701828,2.16879,0.290766,0.992891,2.14479,0.611149,0.752178,0.388134,6.17406
0.408082,3.40733,1.02666,2.20616,0.29853,0.971952,1.95567,0.61865,1.01223,0.560719,17.8968
0.905819,3.91371,0.418155,3.6917,0.290175,0.99203,2.46489,0.608891,0.950456,0.321566,17.2973
0.700127,3.30794,0.325138,3.37019,0.295408,0.985164,2.12685,0.622826,0.950134,0.711244,12.6546
0.530298,3.03469,0.869092,3.13955,0.304227,0.996773,1.86042,0.617238,0.75635,0.336519,14.2102
0.290087,2.49001,0.944529,3.88779,0.302655,0.984736,2.38629,0.631113,0.696304,0.0705828,17.4914
0.166275,1.94983,0.852631,3.69061,0.286445,0.984227,2.56928,0.628245,1.27052,0.996173,12.0917
0.5981,2.79669,0.317509,2.50379,0.287847,0.987874,3.08397,0.619745,0.632674,0.0525753,19.0486
0.455281,2.79574,0.505224,2.47909,0.286739,0.988906,2.96475,0.621467,0.658691,0.0623149,34.9609
0.644455,3.78942,0.418606,3.45752,0.276282,0.990777,2.16197,0.605236,0.823505,0.0573112,9.50295
0.817642,2.38796,0.28092,2.21594,0.284143,0.984218,1.83599,0.618878,1.36138,0.375628,24.8185
0.771669,2.93714,-0.00427744,1.46784,0.286458,0.99114,2.0598,0.617902,1.18724,0.407833,10.1573
0.286675,0.828526,0.898131,4.83475,0.306979,0.985705,2.60727,0.601134,1.45932,1.14797,1.01982
0.249393,0.53571,1.02545,4.78425,0.310284,0.982848,2.47963,0.609511,1.50837,1.13403,1.38715
0.319843,0.608559,0.89684,2.92016,0.301648,0.995076,2.0339,0.625608,1.01882,0.824877,8.96349
0.553087,1.55334,0.514843,1.87186,0.294337,0.993143,2.21398,0.615784,0.99538,0.26281,23.3968
0.516457,2.60871,0.730187,4.06919,0.281673,0.98138,1.57021,0.636899,1.22575,0.574881,7.19866
0.416923,1.82034,0.580741,2.71569,0.284602,0.96916,2.13318,0.64147,1.20759,0.93772,18.961
0.391235,2.15978,1.13032,2.82427,0.28967,0.990528,1.70166,0.631313,0.902911,0.427836,22.458
0.586919,4.56603,0.571304,3.01349,0.296683,0.983212,2.81395,0.599702,1.2514,1.0334,6.48622
0.698162,4.41035,0.32701,2.47184,0.29277,0.992283,1.932,0.61774,1.33117,1.1913,6.87488
0.881903,4.38433,0.207647,2.78755,0.299854,0.992743,2.47185,0.614403,1.41754,1.23499,2.62389
0.827705,4.01079,0.50401,3.44391,0.293198,0.987775,2.12063,0.618306,1.42854,0.820111,14.2609
0.676008,3.77699,1.04653,2.93644,0.293751,0.990964,2.11986,0.622632,1.2596,0.798777,20.7745
0.303148,1.95744,1.25963,3.15644,0.293162,0.985954,1.96634,0.619973,0.662582,0.386486,11.7183
0.715205,2.95639,0.41974,3.13604,0.288785,0.992939,2.05666,0.619598,0.881169,0.28885,20.4023
0.638707,3.70038,0.440431,3.48192,0.279382,0.986106,1.94175,0.61045,0.538372,0.327022,10.5402
0.693711,3.95107,0.311727,2.2145,0.294646,0.994877,2.4894,0.606969,1.27425,0.578051,13.8596
