c1,c2,c3,alpha,beta,c,s_m_s1,s_m_s2,s_m_s3,s_s1,s_s2
0.584506,3.51369,0.874617,0.818186,0.963915,5.98293,0.407756,-0.627628,7.13614,0.491645,1.95486
0.567386,3.28311,0.9047,0.789332,0.925013,6.28118,0.562378,-0.395975,7.42622,0.50122,1.85182
0.450858,3.30734,1.1321,0.824572,0.969374,6.12352,0.602315,-0.310767,7.00192,0.49089,2.05702
0.623456,2.72341,1.31536,0.814076,0.95327,6.27562,0.312661,-0.94893,7.15271,0.453859,2.38437
0.683901,2.53509,1.36325,0.792274,0.942607,6.14023,0.221271,-0.83106,7.42449,0.462857,2.2794
0.778529,2.76559,1.08161,0.87888,0.987346,6.55181,0.347319,-0.614756,7.29277,0.474455,2.07259
0.750079,2.7933,0.979952,0.821568,0.981567,6.35698,0.347537,-0.728272,7.51703,0.456743,2.22893
0.804837,2.57677,1.08035,0.804043,0.985184,6.55732,0.605007,-1.13641,6.86413,0.477095,2.2588
0.803477,2.45153,0.986474,0.828009,0.957393,6.47826,0.322193,-1.56715,7.15083,0.465639,2.07281
0.834933,2.63158,0.952855,0.801409,0.977879,6.15483,0.42596,-1.32741,7.03324,0.478407,2.25068
0.92897,2.79222,0.53841,0.800202,0.949267,6.34146,0.326601,-0.72567,7.34946,0.479508,1.90283
0.656155,2.62602,1.29084,0.82081,0.955358,6.10074,0.454539,-1.3181,6.93445,0.460876,2.48662
0.641012,2.50279,1.65598,0.767753,0.883112,6.06006,0.344957,-0.674873,7.30935,0.480599,2.15973
0.65831,2.52108,1.37486,0.849261,0.959101,6.17694,0.296367,-0.689385,7.31052,0.464131,2.10756
0.748118,2.79061,1.13874,0.824506,0.978754,6.40899,0.437482,-1.12766,6.93713,0.486697,2.13848
0.88658,2.94076,1.16145,0.826874,0.98432,6.29761,0.372713,-0.563607,7.15461,0.470938,2.03628
0.966625,3.33652,0.849007,0.716264,0.859604,5.81278,0.441701,-0.968528,7.26573,0.481441,2.04389
1.0259,3.69409,0.754908,0.685659,0.821175,5.41877,0.582412,-1.1795,7.02415,0.475193,2.09803
1.0123,3.55137,0.811343,0.653793,0.761814,5.60834,0.440248,-1.21301,6.68601,0.478643,2.22434
0.899638,3.39733,1.0003,0.749249,0.896437,5.57923,0.455324,-0.464891,7.08472,0.490917,1.9849
0.898738,3.22483,1.26923,0.754998,0.892129,5.93871,0.508785,-0.471353,7.48721,0.489804,1.98099
0.997554,3.66151,0.85071,0.803532,0.968166,6.26642,0.394535,-1.24098,6.86111,0.466293,2.21287
1.05291,3.69939,0.813105,0.808638,0.930947,6.08286,0.304396,-0.815551,7.40717,0.473342,2.22156
1.05816,3.58569,0.632626,0.834052,0.947242,6.32985,0.455758,-0.825174,7.14865,0.480023,2.05386
1.0495,3.66862,0.664106,0.835604,0.951971,6.27652,0.465495,-0.887824,7.13033,0.479925,2.02746
1.0997,3.62004,0.432085,0.832846,0.972369,6.26084,0.361785,-0.87073,7.27928,0.49079,2.09206
0.990519,3.55975,0.730857,0.783385,0.93937,6.02561,0.441889,-0.860705,7.21643,0.472374,2.09812
1.00101,3.66462,0.85229,0.778747,0.922702,6.14775,0.349443,-0.439212,7.73175,0.442974,2.47871
0.999795,3.96322,1.08582,0.809366,0.958088,6.29173,0.273214,-0.947382,7.37865,0.471071,2.2755
0.926638,3.68621,1.05224,0.802797,0.964457,6.21938,0.358609,-0.372279,7.68439,0.481917,1.97915
0.973574,3.70211,0.664863,0.77634,0.9396,6.0436,0.460965,-1.15159,7.0696,0.484499,2.15076
1.19599,4.82908,0.468088,0.826472,0.983103,6.29846,0.715595,-1.54434,6.34892,0.48523,2.18461
1.20277,4.78995,0.676756,0.797462,0.956483,6.22834,0.442216,-1.19603,7.0188,0.494128,1.98359
1.28315,5.17945,0.485016,0.825912,0.951797,6.18307,0.422153,-1.14046,7.35044,0.48238,2.01365
1.28318,5.10785,0.452446,0.782147,0.933397,5.95528,0.30783,-0.980019,7.55097,0.492211,2.0477
1.25598,5.10452,0.551176,0.784833,0.950941,6.05489,0.343742,-0.829029,7.21966,0.509527,1.62319
0.997303,4.66243,0.990631,0.776983,0.949775,5.99942,0.647631,-1.53297,6.7188,0.491388,2.01874
1.04493,4.7938,1.10762,0.803366,0.97198,6.49879,0.715548,-2.47424,6.44771,0.479306,2.1244
1.16825,4.77456,0.734407,0.809068,0.982438,6.30826,0.59703,-1.46191,6.76828,0.484314,2.31003
1.08085,4.64011,0.967843,0.793421,0.957683,6.17646,0.455487,-0.971614,7.23376,0.474659,2.06411
0.93858,3.8794,1.27501,0.820558,0.970978,6.44391,0.358506,-0.639746,7.22791,0.47398,2.17203
1.08671,4.01288,0.864592,0.800545,0.959356,5.98058,0.448485,-0.634323,7.13402,0.484809,2.06584
1.11696,4.17577,0.769913,0.795698,0.940516,6.36662,0.549456,-0.879839,6.85993,0.472469,2.18419
1.1298,4.12007,0.687835,0.795559,0.949664,5.97031,0.64633,-1.81915,6.29466,0.475419,1.91001
1.03697,3.97896,0.680977,0.800443,0.946027,6.51995,0.649526,-1.089,6.59919,0.472702,2.20627
0.980316,4.07941,0.646752,0.803193,0.944403,6.28372,0.488887,-0.608834,7.06399,0.476657,2.149
0.979772,4.08997,0.561435,0.800704,0.955299,5.89737,0.509103,-0.328316,7.41517,0.48347,2.07023
0.767211,3.21231,0.989401,0.806532,0.963645,6.44022,0.343292,-1.59902,7.08372,0.463937,2.019
0.624463,3.30662,1.15169,0.774687,0.939139,5.9412,0.315005,-0.441596,7.58853,0.492781,2.03585
0.62063,3.28812,1.28597,0.715381,0.888538,5.96796,0.406911,-0.604056,7.21146,0.490547,1.74027
0.651376,3.26335,1.09392,0.76579,0.931323,5.87277,0.413437,-1.15816,6.96907,0.487077,1.98356
0.701355,3.40023,0.952038,0.778698,0.930743,6.07992,0.3969,-0.565946,7.21015,0.477389,2.04894
0.675336,3.35057,1.19825,0.752435,0.896749,5.88925,0.439613,-0.957206,7.24802,0.506055,1.74906
0.729017,3.60797,1.13298,0.774518,0.942621,6.15507,0.387585,-0.648628,7.30572,0.49992,1.85489
0.761453,3.64718,1.11275,0.774406,0.943716,6.12506,0.376524,-0.687083,7.35673,0.498108,1.8391
0.645663,3.48999,1.14861,0.747283,0.86997,5.77466,0.555553,-1.14102,6.68648,0.469076,1.97862
0.623191,3.57402,1.35422,0.804427,0.953949,6.30421,0.388688,-0.336431,7.78421,0.492235,2.07303
0.73738,3.84052,1.00301,0.821863,0.970238,6.31807,0.280675,-1.23167,7.11385,0.47407,2.21634
0.786451,3.87042,0.874004,0.768353,0.953183,6.1807,0.73195,-0.448796,6.75563,0.475023,2.26142
0.738221,3.9053,0.951385,0.806077,0.958002,6.13351,0.403199,-1.90938,6.43631,0.464723,2.28491
0.736093,3.71846,1.08816,0.784634,0.942251,6.28043,0.658248,-0.848465,6.84627,0.476665,2.05409
0.720015,3.53231,1.08936,0.76704,0.926701,5.93978,0.395783,-0.703334,7.34234,0.464221,2.29043
0.909026,3.40373,0.62842,0.765027,0.913851,5.94058,0.576057,-1.06133,6.91157,0.477882,2.2102
0.963637,3.30049,0.88494,0.850382,0.988386,6.62546,0.437022,-1.04266,7.19864,0.457366,2.27858
0.894194,3.22893,0.977502,0.850045,0.987749,6.40126,0.337534,-0.801047,7.37932,0.459004,2.21843
0.848914,3.36068,1.11106,0.841435,0.995971,6.39037,0.467701,-1.09355,6.84827,0.462848,2.16985
0.858624,3.72086,1.25241,0.852082,0.992156,6.43561,0.393944,-0.773884,7.00123,0.460583,2.28484
0.858162,3.77331,1.20355,0.796661,0.910531,6.09631,0.371674,-0.771992,7.10938,0.485065,2.13194
0.826691,3.57755,1.24608,0.806096,0.956167,6.23046,0.343753,-0.425491,7.53011,0.465946,2.17941
0.782275,3.7365,1.15902,0.804532,0.948868,6.19758,0.34405,-1.29237,7.16012,0.473074,2.02771
0.862353,3.90296,1.24256,0.793928,0.948735,6.21603,0.639521,-0.793774,6.87509,0.460581,2.10974
0.802425,3.75675,1.35677,0.798657,0.937195,6.11233,0.361521,-0.909098,7.06254,0.478505,2.37346
0.855597,3.60072,1.18039,0.805668,0.934255,6.30636,0.352273,-0.937657,7.02747,0.469968,2.05281
0.867582,3.65092,1.25393,0.807025,0.935069,6.34144,0.389457,-1.05718,7.02381,0.469785,2.03068
0.74025,3.64503,1.27773,0.821832,0.955956,6.14986,0.256418,-0.51008,7.57418,0.482522,2.13807
0.613364,3.62437,1.33273,0.758297,0.914079,6.08811,0.227935,-0.765457,7.42997,0.480358,2.18838
0.606036,3.51571,1.29455,0.770655,0.928809,6.036,0.225475,-0.818322,7.41738,0.481587,2.10834
0.522912,2.86707,1.39199,0.787526,0.917677,5.97966,0.521815,-0.688042,7.06555,0.463735,2.23369
0.603303,3.03272,1.03053,0.762059,0.908673,6.17339,0.486333,-0.368209,7.25036,0.479354,2.16538
0.543138,3.43769,1.29226,0.817092,0.963589,6.0798,0.519174,-0.886039,7.06666,0.465113,2.17515
0.516177,2.98177,1.63193,0.713422,0.865352,5.93866,0.520844,-0.445088,7.13917,0.47553,2.1496
0.517561,3.11635,1.33332,0.792815,0.942741,5.8503,0.526169,-2.34304,6.39093,0.496207,1.89693
0.642126,3.41253,1.23441,0.745687,0.915512,5.91016,0.546001,-0.348008,6.81909,0.497219,1.80159
0.635304,3.38281,1.2298,0.7847,0.952081,6.04394,0.751488,-0.836067,6.43059,0.478353,2.04322
0.627763,3.84524,1.55392,0.780191,0.916621,6.08405,0.628712,-2.09911,6.53732,0.48906,2.01875
0.652524,3.85827,1.5496,0.751373,0.906524,5.76293,0.587972,-1.29715,6.41794,0.492198,2.01275
0.636561,3.81104,1.34401,0.783773,0.947533,6.2119,0.608368,-1.59175,6.56878,0.490701,1.76697
0.71685,3.90418,1.41382,0.786709,0.945653,6.0054,0.587972,-1.1874,6.79808,0.48458,2.01317
0.597428,3.93068,1.65973,0.787901,0.934932,6.12171,0.671535,-1.36263,6.68464,0.488677,1.98574
0.638265,3.97632,1.467,0.760189,0.920462,5.97147,0.500306,-1.06075,6.54517,0.476711,2.01631
0.715726,3.99652,1.16915,0.796161,0.954592,6.13198,0.684539,-1.08572,6.41554,0.487653,2.1091
0.723556,4.13834,1.05658,0.794968,0.94689,6.21597,0.4794,-2.23221,6.28193,0.484089,2.13374
0.588265,3.98589,1.08347,0.817071,0.961511,6.15869,0.615012,-0.872527,6.48663,0.482857,2.24375
0.765418,4.1513,0.916963,0.792141,0.953092,6.39685,0.467516,-1.51005,6.90833,0.462049,2.34306
0.773218,4.50824,0.996167,0.777565,0.933303,5.94794,0.59338,-1.4843,6.26726,0.480243,2.2253
0.754646,4.56984,0.833346,0.73507,0.870398,5.83988,0.554692,-2.25748,6.33824,0.479703,2.02394
0.819711,4.78208,0.55696,0.746584,0.896767,5.77585,0.409834,-0.61109,7.25607,0.487074,2.09563
0.886917,4.56483,0.39455,0.748552,0.891724,5.82182,0.497524,-1.80646,6.29539,0.479413,2.04257
1.02019,4.4177,0.533387,0.760117,0.901491,5.99585,0.426354,-1.20003,6.87716,0.479395,2.06428
1.02615,4.43064,0.901496,0.812145,0.959845,6.13289,0.259365,-0.605958,7.62154,0.477309,2.3386
1.10907,4.57303,0.672972,0.781528,0.929247,6.18095,0.362863,-1.1863,7.11677,0.456906,2.3454
1.10147,4.64271,0.65013,0.81308,0.924626,6.11432,0.366525,-1.06797,7.13965,0.46251,2.26012
1.09365,4.46363,0.592131,0.816392,0.927996,6.22447,0.42573,-0.966724,7.19959,0.474556,2.22796
0.923823,3.84594,1.05101,0.799379,0.918392,6.10825,0.639539,-1.19234,6.79399,0.4707,2.19884
0.943395,3.94853,0.845918,0.836209,0.969768,6.49364,0.566671,-1.05606,6.59006,0.462014,2.31198
1.01683,4.05625,0.756567,0.808569,0.964916,6.22297,0.556651,-1.05041,6.76691,0.466766,2.36316
1.05773,3.94432,0.559444,0.799995,0.972221,6.36639,0.257104,-0.458626,7.66587,0.47732,2.05073
0.950632,3.68995,0.87157,0.77761,0.919525,6.04785,0.439868,-0.800931,6.80003,0.460774,2.41992
0.976381,3.67039,0.786122,0.770158,0.92113,6.18693,0.697455,-0.577198,6.73279,0.466599,2.27599
0.909332,3.78515,1.02614,0.690031,0.827113,5.54413,0.528175,-2.05083,6.6449,0.465809,2.23262
0.889251,3.63538,0.984817,0.750395,0.879279,5.7756,0.516827,-0.856235,6.72657,0.473606,2.23672
0.893447,3.82475,1.06629,0.800425,0.924531,5.91476,0.249001,-0.643584,7.42249,0.477519,2.1146
0.954474,3.84873,0.831253,0.8259,0.955387,6.32479,0.454905,-0.978208,7.04977,0.464285,2.3789
0.964457,3.88025,0.777751,0.812346,0.975657,6.24503,0.50527,-0.846198,6.81254,0.475507,2.27488
0.857978,3.91808,0.81678,0.830694,0.966757,6.11347,0.419444,-1.13899,7.02655,0.476567,2.19454
0.891831,3.74198,0.60454,0.782116,0.932803,6.42612,0.445526,-0.912681,6.86106,0.469949,2.23654
0.82859,3.50181,0.673486,0.814299,0.944969,6.06679,0.538613,-0.75183,6.95936,0.463748,2.48314
0.854099,3.6591,0.529957,0.7782,0.908261,6.11051,0.485156,-0.699143,7.06155,0.46512,2.40337
0.957218,3.70155,0.223973,0.807138,0.945737,6.23644,0.638379,-0.485425,6.80895,0.464006,2.35542
0.966953,3.96332,0.506714,0.828471,0.95851,6.36892,0.475954,-1.54414,6.69003,0.459004,2.44002
0.993868,4.15376,0.38293,0.81989,0.965641,6.68679,0.574613,-1.27122,6.42587,0.450507,2.50485
0.91002,4.16468,0.455691,0.844113,0.977055,6.24205,0.430748,-0.979482,6.89511,0.463725,2.19384
0.776295,4.17355,0.994927,0.799173,0.978206,6.46514,0.360253,-0.796289,7.30255,0.461132,2.36557
0.765656,4.30761,1.0231,0.844301,0.965776,6.28262,0.443627,-0.68574,6.99087,0.474732,2.13946
0.776948,4.26727,0.978236,0.812497,0.981818,6.40786,0.348951,-1.05083,7.20202,0.470607,2.08923
0.702936,3.95032,1.49471,0.829532,0.964439,6.20673,0.230191,-0.525142,7.45,0.47665,2.17468
0.754031,3.90382,1.06831,0.82333,0.980845,6.53438,0.419123,-0.724161,6.83704,0.463955,2.16219
0.697287,3.89451,1.23175,0.840643,0.987805,6.37098,0.381705,-0.534375,7.03165,0.464256,2.33101
0.714998,3.83462,1.08312,0.847899,0.987358,6.29806,0.473687,-1.08933,7.26976,0.463152,2.28374
0.687605,3.70519,1.4525,0.781268,0.960416,6.32735,0.35804,-0.419738,7.22107,0.47173,2.23232
0.912057,4.05527,0.770356,0.816698,0.951435,6.05363,0.364027,-1.02049,7.40676,0.48624,1.9789
0.885183,4.06046,0.977819,0.802158,0.984001,6.4675,0.446391,-0.658985,6.76063,0.452018,2.33671
0.876221,4.09061,1.01893,0.829008,0.959893,6.21874,0.307449,-0.637762,7.11126,0.462539,2.39839
0.854245,3.86008,1.107,0.829546,0.990691,6.47845,0.376767,-0.468693,7.12383,0.452925,2.33515
0.74078,3.52456,1.23215,0.801589,0.950343,6.33314,0.393261,-1.0005,7.30342,0.479542,2.12347
0.670439,3.59351,1.31672,0.866269,0.969655,6.21808,0.587155,-1.33414,6.44297,0.466963,2.36382
0.825888,3.58574,1.03247,0.807344,0.991448,6.37409,0.579745,-1.36478,6.55569,0.489204,1.84154
0.794452,3.55302,1.07237,0.810742,0.97544,6.33635,0.514879,-1.0143,6.74372,0.487769,1.89736
0.816762,3.43782,1.1011,0.812882,0.98917,6.37999,0.440498,-0.984973,6.63737,0.480419,2.18076
0.670579,3.54694,1.23287,0.796341,0.969649,6.28596,0.42368,-0.708521,6.92143,0.484774,2.26296
0.672097,3.85051,1.29208,0.807211,0.983268,6.23616,0.393495,-0.882269,6.99934,0.483984,1.94729
0.817123,3.86466,0.579352,0.769105,0.963383,6.07511,0.533644,-1.10646,6.67195,0.477687,2.12731
0.900308,4.03869,0.82965,0.831304,0.974869,6.33381,0.453694,-0.530553,7.37854,0.48251,2.00413
0.799293,3.94774,1.15972,0.840655,0.986789,6.34095,0.545121,-1.33541,6.671,0.478602,2.23628
0.70802,3.29868,1.41704,0.81661,0.969773,6.59451,0.422824,-0.556191,7.20378,0.476958,1.97917
0.631891,3.31631,1.58533,0.781963,0.929713,5.82267,0.400688,-0.671102,7.29727,0.477856,2.25262
0.437332,2.66667,1.53531,0.714587,0.850113,5.78476,0.310043,-0.744071,7.26279,0.480244,2.15602
0.488716,2.69221,1.42566,0.733538,0.886638,5.75876,0.294953,-0.823988,7.24445,0.481345,2.17697
0.346895,2.37027,1.69196,0.755098,0.907084,5.97731,0.35239,-1.0701,7.12103,0.477418,2.04578
0.359575,2.44139,1.65551,0.721962,0.899227,6.0204,0.5365,-0.548422,7.26113,0.481732,2.13493
0.324121,2.03004,1.77063,0.792409,0.946021,5.88723,0.490446,-0.524889,7.04021,0.478631,2.18839
0.307774,1.9971,1.80601,0.803836,0.949773,5.89684,0.485419,-0.536487,7.08203,0.478312,2.18151
0.416768,2.17933,1.73999,0.817605,0.927251,6.27677,0.384743,-0.679356,7.13204,0.469089,2.23621
0.432185,2.15663,1.74277,0.820098,0.984188,6.2603,0.438647,-0.475907,7.47439,0.466155,2.32091
0.514875,2.47643,1.57863,0.775257,0.933652,6.14548,0.399713,-1.43887,6.96998,0.490506,1.98256
0.500678,2.48463,1.38899,0.781947,0.942024,5.94124,0.386329,-0.601769,7.19221,0.474723,2.13692
0.54533,2.54935,1.40098,0.818669,0.966458,6.14315,0.350824,-0.953677,7.12275,0.472356,2.09581
0.550357,2.82368,1.5242,0.762343,0.917097,6.07742,0.395284,-0.732846,7.11919,0.478497,2.14944
0.633977,3.26887,1.39869,0.824914,0.969553,6.25566,0.405836,-0.892112,7.01013,0.464405,2.1287
0.855481,3.54124,0.882616,0.851906,0.995996,6.5136,0.463924,-0.851288,6.76035,0.470824,2.1338
0.968111,4.14466,0.518565,0.782433,0.910929,6.10769,0.42746,-0.661582,7.50372,0.475042,2.28057
1.08739,4.07516,0.118317,0.806103,0.957212,6.35467,0.521243,-1.15853,6.42682,0.475676,2.18434
1.07692,4.08574,0.234401,0.807213,0.955985,6.23789,0.727208,-0.936504,7.11303,0.475674,2.28633
0.911,3.77184,0.494744,0.726527,0.861517,5.8551,0.523613,-0.858213,6.46067,0.469398,2.22906
0.90586,3.94977,0.443588,0.722356,0.865895,5.71957,0.614463,-1.81114,6.55634,0.496697,1.87497
0.950853,4.052,0.456692,0.71538,0.876447,5.83557,0.602026,-2.24865,6.49226,0.491972,1.88573
0.996321,4.07931,0.546167,0.792079,0.958539,6.23441,0.474522,-0.361997,7.5646,0.490038,2.11185
1.1586,4.30421,0.430547,0.787839,0.951399,5.92589,0.30926,-1.77114,7.10259,0.490849,2.10832
1.06081,4.14636,0.794465,0.781588,0.94496,6.20699,0.471953,-0.376541,7.44368,0.480701,2.09029
0.974589,4.26357,0.841076,0.817625,0.973104,6.23918,0.414257,-1.74613,6.67688,0.471485,2.13136
0.963294,4.16681,0.816835,0.835262,0.968274,6.53711,0.595767,-0.928522,6.33646,0.453058,2.35646
0.905436,3.90855,0.73305,0.817022,0.939798,6.12865,0.449222,-1.47885,6.76055,0.474425,2.28063
0.958784,4.04426,0.612108,0.838716,0.983024,6.56127,0.467622,-0.88023,7.04332,0.482358,2.21042
0.766217,3.60315,1.17774,0.838867,0.996732,6.40983,0.516956,-1.03722,6.28775,0.479382,2.04588
0.807529,3.94822,1.2175,0.844843,0.998843,6.5379,0.5553,-1.82236,6.48405,0.481062,2.23863
0.829092,4.13531,1.02959,0.821947,0.986942,5.98267,0.433,-0.625916,7.05984,0.466455,2.10873
0.841201,3.91618,1.06964,0.820799,0.984474,6.31756,0.350856,-0.711487,7.2613,0.472208,2.41041
0.806721,3.61976,0.912004,0.825813,0.95062,6.26596,0.329034,-0.80526,7.3242,0.463885,2.18492
0.915719,3.96233,0.752465,0.804065,0.949986,6.24223,0.467303,-0.835111,6.90777,0.472712,2.20418
0.945086,3.87495,0.781068,0.834593,0.970773,6.45729,0.41023,-0.988899,7.01387,0.472532,2.35375
0.922958,3.81954,0.799729,0.841014,0.966201,6.3369,0.399786,-1.12905,6.95404,0.460802,2.30538
0.993595,3.92603,0.793607,0.812684,0.977093,6.35348,0.391535,-0.659027,7.02748,0.480652,2.15053
0.874418,3.88295,1.14719,0.802979,0.956771,6.14201,0.401219,-0.819454,7.08065,0.479626,2.04856
0.793671,3.44428,1.15266,0.757867,0.902469,5.91259,0.353503,-0.761096,7.20332,0.487219,2.0405
0.835378,3.17415,0.998026,0.813556,0.939169,6.11072,0.593971,-0.52519,6.93942,0.476048,2.13497
0.756824,2.96244,1.03504,0.799933,0.955587,6.35873,0.433714,-0.859048,7.17488,0.471804,2.13019
0.834672,3.48784,0.720679,0.789788,0.962583,6.00248,0.462487,-0.543506,7.26079,0.46968,2.12199
0.715993,3.3368,1.07122,0.753285,0.93193,6.05246,0.356393,-1.02805,7.22044,0.496863,2.042
0.80088,3.49687,0.959019,0.796988,0.969236,6.21193,0.376728,-0.614935,7.26943,0.474472,1.97594
0.879937,3.78819,1.18673,0.814904,0.944339,6.14927,0.333416,-0.840548,7.18776,0.461538,2.18791
0.725723,3.32546,1.14937,0.836232,0.982293,6.49662,0.381426,-0.73991,7.16994,0.466019,2.1696
0.762645,3.33457,1.06921,0.851351,0.985065,6.55143,0.314036,-1.0997,7.19306,0.464115,2.29434
0.820173,3.50197,0.829532,0.842479,0.992294,6.66908,0.301618,-0.742689,7.37726,0.444669,2.41528
0.777727,3.49776,1.07648,0.866291,0.993507,6.74103,0.26426,-0.751031,7.30506,0.446555,2.48502
0.838433,2.85223,1.06693,0.792722,0.917388,6.11097,0.429799,-0.732048,7.07836,0.482318,2.13567
1.04125,3.55942,0.964421,0.782225,0.90066,6.01447,0.337094,-0.611027,7.44304,0.474837,2.23787
1.14086,3.67909,0.549418,0.780689,0.923176,5.97385,0.137549,-0.600864,7.86619,0.461387,2.26136
1.02825,3.66173,0.756104,0.807398,0.941265,6.19473,0.194597,-0.425593,7.80447,0.482517,2.2525
0.927244,3.39724,0.743292,0.847365,0.989231,6.47106,0.671257,-1.22953,6.83289,0.489046,2.12078
1.0304,3.83461,0.632222,0.83944,0.994464,6.45979,0.303287,-1.80875,7.21709,0.467914,1.95758
0.843823,3.81354,1.0282,0.848121,0.992737,6.57824,0.528028,-0.615263,7.27186,0.482159,2.13469
0.814161,3.9249,1.05286,0.833922,0.983349,6.41895,0.563428,-0.464908,6.75286,0.476991,1.84264
0.968827,4.14489,0.91142,0.776174,0.922966,6.21026,0.308749,-1.34132,6.83744,0.465445,2.20174
0.967211,4.09304,0.938632,0.759109,0.895419,5.99977,0.488756,-0.781737,7.44296,0.477168,2.1662
0.912909,3.896,1.0145,0.750744,0.899382,6.02837,0.355905,-0.508279,7.05754,0.471194,2.33006
0.717025,3.58186,1.11921,0.77362,0.924087,6.04141,0.411976,-0.698065,7.38478,0.49951,2.01673
0.849401,3.67002,0.893936,0.748501,0.918665,5.968,0.337396,-0.629812,7.47945,0.494341,1.6337
0.809989,4.06322,1.44659,0.831847,0.959148,6.2884,0.436706,-1.0356,7.08389,0.46039,2.22739
0.866334,4.05879,1.23457,0.777434,0.933116,6.11784,0.383143,-0.486747,7.30739,0.503409,1.80108
0.885568,4.05481,1.15167,0.764386,0.919518,6.04063,0.337818,-0.838005,7.01782,0.493579,1.82626
0.922348,4.01851,1.12961,0.758975,0.926801,5.93818,0.443097,-0.736797,6.92892,0.483994,2.09207
0.794002,4.38753,1.38915,0.786827,0.922819,5.86134,0.403082,-1.09017,6.77474,0.474254,2.34645
0.906136,4.22251,1.08775,0.679332,0.825634,5.69763,0.607786,-0.875046,6.81571,0.466107,2.10481
0.796712,3.70022,1.39882,0.819506,0.954841,6.0086,0.363502,-0.77736,6.93104,0.493142,1.97339
0.836831,3.84331,1.34777,0.82752,0.974364,6.16145,0.500824,-0.907304,7.13739,0.487355,1.97182
0.981177,3.99606,0.831349,0.814895,0.964926,6.29418,0.545826,-1.00209,6.81433,0.479624,1.91637
0.904687,3.82883,0.663118,0.82512,0.968067,6.3138,0.36745,-0.627713,7.3396,0.475376,2.36101
0.905182,3.78576,0.667767,0.833225,0.97588,6.23125,0.365505,-0.590553,7.25409,0.477319,2.38642
1.01852,3.49418,0.679712,0.833809,0.974279,6.55041,0.516406,-0.735119,6.96325,0.463444,2.11613
0.990144,3.48987,0.808726,0.767186,0.929915,5.90688,0.300712,-0.874801,7.32675,0.474483,2.29114
0.963135,3.42108,0.966523,0.775607,0.916169,6.22592,0.376704,-0.428592,7.64147,0.463317,2.304
0.851467,3.48079,1.07896,0.843118,0.960215,6.20307,0.480604,-0.812235,7.34434,0.493153,1.99484
0.942309,3.53228,1.03561,0.796851,0.941071,6.10232,0.298686,-0.818913,7.58346,0.481947,2.10299
0.897191,3.51733,1.18014,0.828332,0.975968,6.36323,0.483275,-0.686549,7.09689,0.469163,2.30492
0.993709,3.47679,1.00039,0.830875,0.965047,6.37595,0.432488,-0.596948,7.26107,0.478234,2.19901
0.909248,3.37888,0.999177,0.843966,0.993725,6.55622,0.423259,-0.901527,7.30816,0.461281,2.35901
0.910962,3.39347,0.982314,0.860951,0.986122,6.83372,0.33653,-0.333432,7.44459,0.462129,2.3071
0.954933,3.63245,0.841752,0.84386,0.996129,6.17816,0.284321,-0.569903,7.21574,0.472678,2.23451
0.92279,3.33068,0.843805,0.831073,0.992578,6.34621,0.60222,-0.645402,7.3707,0.49034,2.01914
0.841258,2.84974,1.03303,0.756044,0.928601,6.12069,0.353545,-0.883636,7.49509,0.501064,1.88019
0.802136,2.71712,1.21009,0.833073,0.985751,6.32904,0.311935,-0.965925,7.04151,0.493165,1.86717
0.778429,2.60212,1.17896,0.820294,0.972552,6.34278,0.5214,-1.00838,6.77904,0.492968,2.09073
0.685959,2.37187,1.05047,0.844154,0.975252,6.31035,0.302671,-1.25623,7.03086,0.507972,1.82967
0.828735,2.8868,1.10361,0.792642,0.958366,6.33517,0.407698,-1.02235,7.07306,0.462691,2.3336
0.767679,2.79248,1.11973,0.802263,0.938504,6.22088,0.524691,-0.570971,7.14324,0.455787,2.18798
0.959548,3.79959,0.963104,0.793413,0.926707,6.04644,0.308541,-0.444505,7.78705,0.469101,2.05828
0.951738,3.46943,0.826356,0.779999,0.927724,6.06952,0.121082,-0.902779,7.80571,0.479222,2.18749
0.869096,3.2225,1.0968,0.704044,0.854447,5.76381,0.380182,-0.584735,7.38491,0.490521,1.95333
0.908698,3.46747,1.10195,0.765187,0.908461,5.83526,0.316553,-0.969563,7.21119,0.481433,1.99017
0.890432,3.32436,1.30649,0.793501,0.925201,6.05044,0.474943,-0.572249,7.34377,0.482527,2.14384
0.925756,3.17106,1.19905,0.79436,0.934716,6.16355,0.292384,-1.21685,7.25849,0.47414,2.14552
0.809779,3.06382,1.24475,0.80443,0.939367,6.23462,0.651803,-0.535437,7.21008,0.489578,1.99797
0.770414,2.89132,1.2603,0.763981,0.89705,5.95976,0.394965,-0.969101,7.01756,0.486212,1.9202
0.819257,3.18235,0.978591,0.785551,0.918228,5.99213,0.277493,-1.0839,7.07835,0.483727,2.07277
0.71533,3.30582,1.15926,0.785566,0.947112,6.06631,0.507152,-0.296598,7.40686,0.477897,2.15072
0.68631,3.39958,1.20905,0.784387,0.965925,6.29892,0.436244,-0.891048,6.95393,0.49001,2.07547
0.699687,3.65411,0.985603,0.798346,0.94278,6.02636,0.452415,-0.652563,7.06937,0.469239,2.23056
0.731155,3.63686,0.825007,0.791777,0.936066,5.85124,0.463144,-0.696151,6.77999,0.476078,2.12725
0.747004,3.47961,0.805881,0.757664,0.879873,6.04128,0.466467,-1.4417,6.91892,0.480186,2.05916
