c1,c2,c3,mu_c,alpha,beta,sigma_c,s_m_r,s_r1,s_r2
0.421637,1.06378,1.26313,2.12239,0.552913,0.908285,2.1466,0.693334,0.554483,1.26179
0.486859,0.969598,0.975173,2.7017,0.539202,0.85326,1.83077,0.480849,0.520901,1.61427
0.593533,1.17753,0.950113,2.6366,0.470632,0.77102,2.25392,0.449656,0.531326,1.53516
0.572086,1.14459,0.96204,2.99348,0.489934,0.777543,2.00473,0.545415,0.547959,1.44205
0.749218,1.35957,0.59305,1.32376,0.547861,0.92705,1.49327,0.656445,0.533747,1.46295
0.706966,1.36314,0.919967,2.16261,0.453241,0.754684,1.799,0.49773,0.544871,1.44535
0.674013,1.39374,0.792484,1.89863,0.588891,0.904524,2.18369,0.585988,0.542473,1.34724
0.663235,1.27719,1.0602,1.67314,0.577205,0.929382,1.75918,0.436771,0.567951,1.11351
0.472607,1.29881,1.08867,2.68917,0.663954,0.959184,1.61534,0.738451,0.546776,1.48929
0.362493,1.16022,1.64644,1.8596,0.498722,0.77354,2.17833,0.547649,0.522823,1.43337
0.351762,1.14052,1.67917,1.55122,0.610982,0.929364,2.29539,0.910645,0.532543,1.4456
0.24751,1.06183,0.924835,2.27648,0.520403,0.882262,1.56038,0.518967,0.54742,1.35905
0.0803066,0.912088,1.07363,1.64544,0.461501,0.732252,1.46128,0.607973,0.556823,1.30034
0.137038,0.840012,1.09735,2.15274,0.565519,0.922758,1.53769,0.51273,0.521761,1.52546
0.0591342,0.875033,0.976643,1.99098,0.509886,0.873699,1.50088,0.658789,0.549149,1.23495
0.100808,0.871957,0.878733,2.49306,0.545338,0.926452,1.7532,0.490547,0.532869,1.24482
0.261889,1.00659,1.03268,1.80924,0.587331,0.905479,2.43222,0.707756,0.52095,1.50348
0.223891,1.0385,1.27487,2.2047,0.494193,0.812387,1.76453,0.423369,0.533174,1.37388
0.193487,1.03455,1.12295,2.20664,0.514134,0.806737,1.73519,0.450523,0.523086,1.56539
0.12358,0.820973,1.01973,2.23046,0.579361,0.972628,1.92003,0.585475,0.564946,1.42463
0.376136,1.08168,0.752715,1.56,0.614621,0.95264,1.86596,0.425711,0.539345,1.52167
0.311564,1.10615,0.982991,2.39387,0.534415,0.936893,1.54996,0.559567,0.531635,1.37943
0.377676,1.13181,1.10536,1.34196,0.501753,0.815958,1.76368,0.451645,0.528969,1.63055
0.31524,1.13693,1.42987,2.13063,0.468893,0.789038,1.40757,0.447143,0.554376,1.05915
0.379409,1.23404,1.43232,2.02302,0.584349,0.920748,1.65405,0.664887,0.539639,1.3549
0.287637,1.01909,1.27827,2.894,0.560928,0.856166,2.40669,0.459841,0.526809,1.65217
0.298774,1.08603,1.04905,1.67671,0.526682,0.900094,1.8596,0.632274,0.533775,1.44505
0.381286,1.12011,1.07256,2.5527,0.46819,0.847565,1.4417,0.590078,0.543971,1.26647
0.377095,1.12961,1.05969,1.92145,0.583073,0.899319,1.78078,0.703195,0.516686,1.46559
0.431378,1.34782,0.898206,2.52447,0.589681,0.946948,2.18689,0.421102,0.537855,1.44498
0.481435,1.34677,0.801281,2.06494,0.625385,0.965794,1.7642,0.443493,0.521402,1.50168
0.378792,1.27172,0.945396,2.22198,0.382227,0.687158,1.83215,0.64742,0.538957,1.25704
0.345316,1.16226,1.0322,2.75607,0.555511,0.930088,1.58584,0.513051,0.546693,1.29047
0.485817,1.28617,0.73809,2.09614,0.536948,0.851648,1.82654,0.495511,0.540461,1.44812
0.472036,1.25125,0.880329,1.62081,0.646415,0.959529,1.87681,0.441903,0.506209,1.72239
0.390022,1.1491,1.09225,2.07584,0.522626,0.803317,1.77918,0.598406,0.537224,1.62487
0.419543,1.20361,1.00972,2.51716,0.482098,0.808118,1.66846,0.568557,0.535788,1.431
0.440684,1.21097,0.998584,2.52128,0.491136,0.81188,1.64235,0.58511,0.534638,1.4316
0.389997,1.1505,1.08333,2.34656,0.556673,0.973134,1.97662,0.483232,0.542531,1.15699
0.385183,1.23505,1.23816,2.31207,0.496541,0.80552,1.64246,0.470017,0.5432,1.46362
0.58229,1.60687,0.461049,2.31677,0.576392,0.942358,1.20149,0.661933,0.526236,1.37801
0.437382,1.40792,0.612738,1.6815,0.506714,0.850357,1.3684,0.503138,0.565875,1.05089
0.682617,1.58867,0.493322,1.8912,0.58679,0.925708,1.64466,0.40528,0.518576,1.61163
0.613408,1.48758,0.70362,2.22459,0.602759,0.929272,1.66662,0.492291,0.519555,1.41062
0.650941,1.48144,0.793374,1.87671,0.456971,0.913317,1.23381,0.504551,0.561604,0.983567
0.518899,1.35458,0.787702,2.18839,0.586377,0.879507,1.78795,0.633113,0.525987,1.55783
0.488324,1.37856,0.809981,2.05778,0.614874,0.900928,1.60583,0.612474,0.522684,1.6486
0.446162,1.20081,0.75758,1.58261,0.513671,0.824139,1.36531,0.419028,0.542615,1.37031
0.39753,1.11427,0.648936,1.56354,0.542261,0.891934,2.35381,0.399107,0.550658,1.308
0.717587,1.45379,0.415914,1.57882,0.492093,0.789752,1.50941,0.551109,0.519599,1.54455
0.503952,1.25203,0.823043,2.06549,0.616292,0.988597,1.71563,0.510243,0.528151,1.47315
0.532211,1.29723,0.814734,2.30967,0.639003,0.962202,1.83141,0.524967,0.536795,1.39227
0.425738,1.3243,1.05586,1.89314,0.501104,0.782063,1.72436,0.556323,0.548819,1.50326
0.30648,1.14084,1.00435,2.94821,0.592638,0.928691,1.86395,0.495862,0.527713,1.50629
0.416072,1.34418,0.77879,1.73239,0.503039,0.883403,1.65132,0.51932,0.547318,1.30924
0.362174,1.12369,0.621397,2.21034,0.549946,0.884456,2.14534,0.528871,0.519356,1.57743
0.37963,1.17758,0.606577,1.97166,0.554389,0.857114,1.80761,0.507399,0.511415,1.59986
0.511888,1.15146,0.60616,2.24238,0.465443,0.814049,1.53658,0.456733,0.543431,1.2519
0.282398,1.05108,0.522013,1.98271,0.522794,0.893076,1.5345,0.583193,0.558002,1.19816
0.360555,1.21641,0.761988,2.41688,0.581996,0.914978,1.40671,0.440207,0.540189,1.29423
0.360336,1.18915,0.590806,2.25931,0.53171,0.937609,1.51012,0.691662,0.526214,1.31355
0.599748,1.33264,0.591528,2.32727,0.55834,0.872173,2.06872,0.341856,0.52358,1.33259
0.492822,1.24269,0.725337,2.45635,0.592233,0.906025,2.73508,0.402465,0.532015,1.36428
0.540185,1.18374,1.01732,2.48902,0.542494,0.927721,1.23722,0.62319,0.574111,1.22402
0.658097,1.27998,0.947763,2.61857,0.494333,0.897963,1.82711,0.512259,0.556807,1.27851
0.532305,1.2003,1.22308,2.4274,0.492608,0.846129,1.67533,0.557278,0.551619,1.27993
0.520151,1.16529,0.862861,2.50411,0.492332,0.77856,1.86759,0.668778,0.515213,1.59015
0.570572,1.21369,0.788012,2.34353,0.670825,0.951446,2.29017,0.476291,0.557323,1.44332
0.589425,1.15271,0.743885,2.01461,0.487897,0.830381,1.85154,0.486197,0.534605,1.2493
0.648957,1.35508,0.472795,2.5538,0.613606,0.988711,2.01396,0.536433,0.552227,1.40359
0.802761,1.52474,0.492109,2.22093,0.506243,0.748274,1.39659,0.517913,0.54468,1.30232
0.292161,1.0804,1.12676,2.05402,0.518194,0.961708,1.27166,0.481807,0.555437,1.21558
0.102149,0.868161,1.26683,2.25013,0.558726,0.934071,1.52503,0.472419,0.573792,1.09001
0.18319,0.929709,1.17806,2.40438,0.516413,0.92298,1.30261,0.458389,0.55118,1.37579
0.128389,1.03689,1.24061,2.48467,0.542574,0.942132,1.57192,0.641107,0.546839,1.09658
0.498556,1.4395,0.45036,2.23103,0.439263,0.761119,1.54913,0.428553,0.525837,1.44049
0.347579,1.1722,0.653262,1.66287,0.507831,0.913432,1.40972,0.511113,0.593039,0.756256
0.407009,1.23221,0.802476,1.85032,0.45326,0.905197,1.5575,0.56924,0.573105,1.01696
0.385264,1.24857,0.793604,1.94342,0.559208,0.910423,1.88882,0.612055,0.570968,1.15082
0.488826,1.25654,0.817979,1.92069,0.439989,0.827907,1.58328,0.470251,0.533323,1.28478
0.398923,1.21812,0.91565,1.50822,0.540686,0.976241,1.81611,0.455745,0.538312,1.07451
0.1976,1.14677,1.15481,1.65329,0.505524,0.907076,1.27983,0.426411,0.554089,1.26583
0.0934569,0.967624,1.26531,1.61279,0.4211,0.752235,1.26801,0.611987,0.536172,1.27376
0.0796633,0.863083,0.927955,2.42455,0.405008,0.752255,1.4936,0.502236,0.530365,1.3316
0.128435,0.90797,0.837749,2.42479,0.560864,0.892187,1.54834,0.632919,0.5305,1.40378
0.0626901,0.846721,0.932564,2.50481,0.589347,0.896737,1.84465,0.671196,0.535761,1.39841
0.142985,0.842598,0.648463,2.04457,0.514129,0.819286,1.11878,0.58752,0.533807,1.4318
0.367835,1.07034,0.71905,2.0614,0.549755,0.966474,1.27535,0.502651,0.546411,1.08992
0.375218,1.08151,0.826598,1.86185,0.516055,0.926277,1.47134,0.533966,0.541422,1.15411
0.594958,1.30914,0.507581,2.89809,0.439805,0.840181,2.37389,0.571609,0.546336,1.12593
0.552802,1.41802,0.516375,1.9794,0.586011,0.983594,1.78361,0.413776,0.533527,1.34763
0.483587,1.35434,0.630941,2.58686,0.602948,0.97983,2.0013,0.395954,0.550484,1.24209
0.475279,1.06808,0.46571,1.97621,0.529977,0.872072,1.60456,0.687492,0.520575,1.57659
0.305297,0.972286,0.682498,2.0998,0.580267,0.878385,1.90611,0.512729,0.540362,1.41405
0.211962,0.910589,0.647938,1.4927,0.401603,0.749972,1.54293,0.739653,0.540492,1.16665
0.21678,1.01535,0.607,2.48214,0.638907,0.961359,1.41998,0.453065,0.499699,1.73199
0.390249,1.23627,0.59828,1.45287,0.585402,0.960382,1.60016,0.479366,0.552968,1.22879
0.399989,1.16454,0.35841,2.07287,0.59806,0.944923,1.40184,0.553824,0.506103,1.54738
0.377357,1.3217,0.563564,2.13051,0.575809,0.986501,1.31577,0.630342,0.568367,1.13396
0.474601,1.22747,0.344244,2.46628,0.475556,0.769317,1.80117,0.456798,0.529873,1.42325
0.406058,1.16983,0.474621,2.33803,0.584897,0.957209,1.85992,0.394172,0.497138,1.70164
0.457688,1.32372,0.490265,2.10468,0.567321,0.896869,1.56031,0.427901,0.543019,1.45819
0.30207,1.1914,0.86444,2.12545,0.561926,0.932083,1.41929,0.424752,0.552745,1.24901
0.419289,1.1521,0.968289,2.77527,0.557916,0.919858,1.82128,0.486758,0.534104,1.31087
0.335228,1.1119,0.969256,1.92775,0.526306,0.864929,1.58962,0.544285,0.530944,1.44183
0.429868,1.15707,0.878584,2.06057,0.521137,0.875885,1.37804,0.532928,0.551191,1.22679
0.273178,1.04855,1.10073,2.52137,0.587416,0.986195,1.58556,0.479844,0.526334,1.42536
0.460837,1.21101,0.90141,2.4101,0.40609,0.689953,1.59346,0.6374,0.538854,1.33239
0.490573,1.30684,0.790533,2.44828,0.428081,0.640832,1.90877,0.614121,0.517061,1.49521
0.367619,1.24367,0.959732,2.50164,0.617841,0.991759,1.70925,0.440951,0.538437,1.43709
0.208636,1.07132,1.59206,2.31719,0.373422,0.667523,1.64923,0.571609,0.565669,1.07575
0.228435,1.0524,1.58815,2.11207,0.428523,0.751647,1.50238,0.578552,0.554568,1.29446
0.19142,1.02492,1.70413,2.05537,0.438638,0.851629,1.99979,0.619051,0.560503,0.886508
0.291439,1.06129,1.19815,2.35176,0.560306,0.864751,1.68816,0.585298,0.512717,1.48667
0.299941,1.10123,1.25089,2.55955,0.559124,0.858158,1.79001,0.578517,0.52169,1.71456
0.669468,1.50972,0.638137,2.24704,0.5632,0.939238,1.7591,0.473787,0.541345,1.1513
0.646973,1.35462,0.599577,2.30926,0.536074,0.932795,1.70166,0.454032,0.557218,1.34729
0.524788,1.50968,0.43038,1.96414,0.609632,0.946282,1.68107,0.648062,0.521595,1.1948
0.396352,1.2785,1.21737,2.80776,0.515266,0.823498,2.14705,0.523341,0.542488,1.67101
0.395025,1.32411,1.07701,1.89578,0.53443,0.92702,1.577,0.447382,0.562018,1.3079
0.401614,1.46445,0.826156,1.85984,0.533842,0.945474,1.60019,0.541437,0.568239,0.959206
0.351928,1.2227,0.719826,2.52004,0.616715,0.910137,2.15126,0.494184,0.552661,1.47455
0.35299,1.19861,0.649226,3.14138,0.608746,0.922659,1.95693,0.444056,0.54416,1.37563
0.114484,0.920512,0.983054,1.76188,0.522088,0.877386,1.42131,0.715232,0.550573,1.42371
0.271514,1.12024,0.984882,2.63948,0.581398,0.888374,1.77226,0.401277,0.528932,1.57084
0.410769,1.21418,0.912751,2.001,0.510414,0.959811,2.02913,0.704932,0.525874,1.31851
0.421863,1.1579,1.08487,3.12404,0.585273,0.960488,1.56195,0.444733,0.560377,1.29859
0.452364,1.18513,1.14954,2.24817,0.600925,0.987545,2.32087,0.396219,0.569072,1.06174
0.404379,1.02586,1.0436,2.51266,0.512262,0.940946,2.04638,0.571423,0.527874,1.24965
0.460619,1.15602,1.10047,2.16074,0.54135,0.847402,1.68821,0.430979,0.563871,1.39172
0.569997,1.24146,0.810468,3.36068,0.621162,0.934754,1.77028,0.422579,0.549036,1.49782
0.534317,1.33296,0.790988,1.38605,0.577252,0.955327,1.74783,0.626182,0.538155,1.43335
0.467528,1.28328,0.939697,2.72127,0.562137,0.954258,2.07371,0.455871,0.541394,1.21215
0.453333,1.2637,0.757978,1.86991,0.606285,0.959522,1.6864,0.652375,0.528983,1.36531
0.503917,1.36431,0.931722,2.05337,0.593566,0.976873,1.4486,0.556765,0.571602,1.05691
0.505604,1.32236,0.875092,3.24333,0.485904,0.804581,2.3664,0.445536,0.513154,1.57198
0.495831,1.28344,0.902762,3.01512,0.496575,0.804138,1.77914,0.4453,0.520723,1.44354
0.510428,1.18748,0.929443,1.77821,0.541905,0.944006,1.98884,0.586907,0.516776,1.31929
0.67235,1.38097,0.921622,2.56594,0.538692,0.884809,1.93192,0.58145,0.522641,1.52926
0.696012,1.47717,0.856247,1.45068,0.504498,0.816179,2.23316,0.52965,0.545037,1.32335
0.641229,1.4918,0.894273,2.13899,0.555845,0.886811,2.06325,0.455018,0.501843,1.55133
0.625545,1.58231,0.73784,1.91598,0.454018,0.783255,1.55928,0.65355,0.557501,1.08798
0.58915,1.49629,0.584294,2.24124,0.468221,0.798358,1.69272,0.688632,0.563968,1.1633
0.505962,1.41316,0.81989,2.45516,0.546321,0.939426,1.4784,0.749538,0.545267,1.20149
0.510059,1.54991,1.05699,1.99587,0.477519,0.822694,1.90811,0.465947,0.553156,1.10387
0.456551,1.53352,1.20367,2.5866,0.553783,0.897058,1.756,0.606522,0.531169,1.39836
0.576032,1.50748,1.05716,1.66753,0.540113,0.974103,1.43715,0.485205,0.580672,0.982792
0.576597,1.55949,0.65969,2.6385,0.604345,0.923183,2.33841,0.671299,0.525173,1.4996
0.534019,1.32494,0.582952,1.541,0.50148,0.878191,1.38727,0.43062,0.567702,1.15186
0.462261,1.21926,0.673923,1.67451,0.492788,0.843966,1.83925,0.415383,0.538751,1.41584
0.766517,1.39185,0.382433,2.16624,0.521974,0.894958,2.03391,0.488074,0.534904,1.22777
0.97448,1.71644,0.45705,2.8229,0.550951,0.903781,1.67945,0.589434,0.552702,1.04426
1.07714,1.83382,0.283246,2.54889,0.499672,0.863583,1.73725,0.644886,0.525793,1.33075
0.868505,1.5696,0.451844,1.80871,0.564277,0.972037,1.67943,0.528553,0.577162,1.21762
0.521588,1.35436,0.676708,1.9744,0.478016,0.89718,1.41969,0.522216,0.562754,1.18346
0.529032,1.37965,0.489718,1.0489,0.582724,0.92983,1.86884,0.587085,0.53056,1.4174
0.451503,1.33772,0.549741,1.88519,0.45547,0.73757,1.54848,0.40228,0.550011,1.33042
0.422905,1.27971,0.648097,1.60134,0.448978,0.810607,1.2999,0.41295,0.548873,1.11273
0.418709,1.253,0.669039,1.59852,0.554048,0.870945,1.54282,0.45322,0.541127,1.27409
0.438456,1.34999,0.532265,1.94056,0.524626,0.86129,2.24679,0.409317,0.528722,1.24513
0.31383,1.23135,0.70923,2.12504,0.505517,0.859509,1.26802,0.63099,0.552591,1.46541
0.336596,1.38976,0.722035,1.90034,0.544112,0.871581,1.46391,0.488438,0.558582,1.26538
0.324214,1.25565,0.738238,2.54361,0.516568,0.938549,1.87641,0.802816,0.54982,1.22472
0.345744,1.29158,0.927667,2.76739,0.59564,0.908789,1.83747,0.846315,0.565669,1.45452
0.183079,1.1753,0.96475,2.45361,0.532708,0.945922,1.47265,0.698661,0.544487,1.25042
0.238872,1.19346,0.961234,2.14063,0.565961,0.966965,1.17605,0.737244,0.541133,1.30311
0.146278,0.62756,1.25902,2.32368,0.540769,0.961178,2.10977,0.458188,0.537451,1.43494
0.379625,1.28603,0.827845,1.83088,0.47657,0.761908,1.4843,0.556219,0.533559,1.42914
0.297898,1.13395,0.928302,1.90083,0.48931,0.848246,2.12583,0.455725,0.551184,1.20734
0.239308,1.1646,1.19446,1.96362,0.58831,0.928191,1.98559,0.587046,0.591225,0.980479
0.309979,1.09568,1.20407,1.47799,0.528118,0.845373,2.04419,0.542883,0.511103,1.5539
0.294956,1.05628,1.25905,1.5634,0.519767,0.805745,1.83837,0.506647,0.503299,1.46313
0.211307,0.976879,1.06813,2.36224,0.535313,0.875293,1.88708,0.520592,0.525553,1.64219
0.312791,1.09213,0.883409,2.36198,0.561454,0.869615,1.72226,0.469958,0.507439,1.54203
0.406332,1.28013,1.01843,2.12128,0.51053,0.910634,1.45067,0.569354,0.567636,1.08901
0.400428,1.35663,1.06758,2.13336,0.608729,0.888798,2.39,0.484453,0.504262,1.60825
0.351931,1.35843,1.12715,1.74183,0.585808,0.94498,1.88341,0.511248,0.515363,1.5697
0.286201,1.14757,1.0939,2.74899,0.577931,0.961726,1.48597,0.548939,0.543344,1.18703
0.287815,1.12004,0.992698,1.59669,0.618935,0.96728,1.48427,0.488722,0.534465,1.34957
0.378171,1.30455,0.628124,2.50945,0.599536,0.949475,2.00992,0.468923,0.516829,1.3764
0.313484,1.34796,0.620413,1.93766,0.548396,0.918996,1.89018,0.547168,0.543549,1.48135
0.179765,1.17588,1.11311,2.73099,0.526149,0.904304,1.34238,0.516692,0.57364,1.27759
-0.00162553,0.986791,1.40702,1.89629,0.476244,0.766855,2.27009,0.544271,0.534517,1.61748
0.208734,1.37631,1.01123,2.18475,0.595884,0.953838,1.69917,0.631382,0.518042,1.55397
0.219047,1.42583,1.03201,2.11396,0.506384,0.745881,1.63858,0.689949,0.543803,1.4591
0.324747,1.3354,1.01307,1.93191,0.596512,0.943168,1.63823,0.54234,0.545573,1.32615
0.369748,1.37106,1.32917,2.34898,0.515928,0.797847,2.34693,0.624175,0.516593,1.60147
0.466146,1.43542,1.02091,2.13826,0.547862,0.94935,1.45073,0.548879,0.548118,1.11674
0.742573,1.6876,0.691683,2.8547,0.600096,0.89809,1.59045,0.576787,0.509504,1.57843
0.82147,1.51856,0.569034,2.11991,0.569814,0.907042,2.21312,0.629619,0.529672,1.24948
0.47876,1.22796,1.00937,2.47683,0.62346,0.94786,1.67927,0.459692,0.514914,1.38766
0.355728,1.04562,1.12749,2.88456,0.552777,0.873205,1.93372,0.566736,0.5347,1.29265
0.309841,1.24922,1.13736,2.98707,0.615266,0.99071,2.03934,0.555895,0.555679,1.19045
0.380537,1.0785,0.464049,1.33471,0.488948,0.775101,1.51622,0.523005,0.535392,1.61292
0.299952,0.979241,1.39559,2.50802,0.507848,0.911104,1.89279,0.477024,0.55785,1.03573
0.346585,1.1031,0.416805,1.47267,0.494077,0.915695,1.17552,0.536732,0.561021,1.00613
0.495707,1.29126,0.436217,1.7442,0.41133,0.962985,1.25491,0.698381,0.567332,0.903816
0.56842,1.24649,0.575526,1.81532,0.361582,0.568743,2.64816,0.437907,0.543127,1.21878
0.233185,0.969409,1.23098,1.96961,0.510504,0.991282,1.81575,0.689912,0.547491,1.33942
0.0785777,0.93286,1.4759,2.51598,0.458415,0.755441,2.46342,0.47304,0.551432,1.28832
0.00273506,0.668757,1.60546,2.17794,0.556614,0.966988,1.21602,0.763132,0.54822,1.3398
0.107422,0.927218,0.885902,2.25975,0.539009,0.8566,2.19079,0.442605,0.521269,1.63689
0.248619,1.00764,0.753002,2.74193,0.536421,0.816614,1.72931,0.396922,0.525104,1.59326
0.404121,1.22138,1.2835,2.51815,0.501245,0.868464,1.43328,0.589826,0.534321,1.27471
0.279312,1.19045,0.556741,1.75485,0.610808,0.933927,1.78066,0.404197,0.54234,1.32862
0.281562,1.20644,0.550057,1.83363,0.623055,0.936853,1.92546,0.389021,0.541122,1.36138
0.651101,1.55683,1.05271,3.0198,0.58567,0.915299,1.40765,0.748728,0.538854,1.54695
0.754704,1.5643,0.853786,1.8664,0.587997,0.970567,2.27741,0.929297,0.549735,1.34658
0.446768,1.3319,1.01247,1.82076,0.485565,0.813349,1.82371,0.338325,0.530156,1.36419
0.425947,1.21823,1.06659,2.07022,0.505753,0.886533,1.33413,0.444173,0.529277,1.28115
0.532554,1.39167,0.906029,1.92239,0.484032,0.824463,1.30564,0.474463,0.530835,1.38044
0.430909,1.39166,1.11104,1.92327,0.471323,0.823185,1.41373,0.484146,0.52497,1.41459
0.28091,1.29132,1.48181,1.92917,0.498039,0.843286,1.45075,0.518041,0.518602,1.54325
0.391682,1.20762,1.00006,2.589,0.585901,0.961077,1.87543,0.594081,0.536811,1.23252
0.572242,1.50917,0.646208,1.94207,0.599144,0.932403,1.40783,0.492117,0.513812,1.75287
0.546364,1.51543,0.649548,1.76817,0.621223,0.936772,1.54832,0.742362,0.498016,1.71074
0.28435,1.24622,0.958218,1.77311,0.600505,0.888529,2.67207,0.403671,0.513963,1.65095
0.310435,1.18227,1.00281,2.48643,0.618732,0.985842,1.89883,0.701574,0.529153,1.32072
0.158142,1.00015,0.979671,1.58562,0.434467,0.693931,1.5473,0.611993,0.539543,1.44534
0.207005,1.06462,0.910321,1.94449,0.579949,0.943265,1.43373,0.466402,0.558118,1.27179
0.108025,0.990122,1.08633,2.66736,0.463586,0.766869,1.67583,0.613648,0.53794,1.45102
0.364481,1.31023,0.520847,2.27469,0.428469,0.788355,1.87547,0.474437,0.55902,1.05834
0.513307,1.52241,0.409759,1.53526,0.531039,0.920258,1.26641,0.622342,0.548967,1.28734
0.304325,1.26884,0.939068,3.11322,0.524431,0.953257,1.70606,0.433134,0.547826,1.36568
0.857462,1.70792,0.29041,1.69715,0.430166,0.826762,1.12661,0.492744,0.561747,1.01682
0.544318,1.4699,1.0139,2.25523,0.495594,0.911122,1.51614,0.54404,0.584486,1.03398
0.484997,1.39263,0.38635,2.05113,0.50807,0.872079,1.75175,0.513396,0.536681,1.57584
0.13417,1.03478,1.41029,2.76905,0.616826,0.97073,2.1168,0.568531,0.590857,1.04742
0.389984,1.01359,0.80892,1.27482,0.389608,0.593396,1.52768,0.552608,0.513771,1.76811
0.375244,1.03772,0.697098,1.76278,0.397298,0.736037,1.86401,0.539353,0.56411,1.06054
0.377525,1.17302,0.799746,2.19327,0.543227,0.865235,1.22921,0.419961,0.555594,1.38841
0.333542,1.07903,0.769056,1.72589,0.564086,0.895789,1.3422,0.537905,0.551328,1.39754
0.366075,1.15155,0.664326,2.77958,0.590476,0.950193,2.08781,0.449958,0.525986,1.39672
0.43127,1.03994,0.85118,2.00043,0.535041,0.864995,1.97377,0.496822,0.551202,1.08911
0.252588,1.23946,0.713524,1.64487,0.529856,0.857904,2.42299,0.551457,0.531899,1.51098
0.31585,1.35861,0.753613,1.61111,0.6065,0.959136,2.14833,0.51318,0.534316,1.30491
0.258452,1.24268,0.469215,2.60152,0.621949,0.984504,2.75345,0.564115,0.560868,1.25725
0.397873,1.25112,0.871434,2.4287,0.554791,0.855009,1.84325,0.546392,0.512131,1.49864
0.439164,1.29809,0.904469,2.69471,0.522387,0.877949,1.7527,0.511058,0.522867,1.52065
0.468222,1.38867,0.705681,2.27911,0.502631,0.818512,1.85065,0.603067,0.540699,1.37144
0.469472,1.33599,0.661079,2.22258,0.472457,0.933542,1.65873,0.540827,0.549128,1.00843
0.441523,1.2103,1.22316,1.85878,0.461042,0.829682,1.46308,0.518087,0.551488,1.10794
0.28276,1.12674,1.46801,1.71599,0.515607,0.875079,1.92628,0.472883,0.549399,1.25349
0.570011,1.40487,0.560927,2.6966,0.543711,0.903907,1.69723,0.644541,0.532493,1.64613
0.530204,1.40096,0.562451,2.31888,0.49444,0.795941,1.96371,0.386915,0.530412,1.29367
0.546065,1.32353,0.569109,2.40872,0.539149,0.945278,1.65066,0.406339,0.5241,1.27362
0.435614,1.36774,0.532977,2.14881,0.445988,0.799411,1.60885,0.561498,0.563041,1.19655
0.475678,1.33693,0.86681,2.17826,0.60461,0.957071,1.50769,0.527985,0.547033,1.51587
0.380689,1.20327,0.896621,1.61673,0.337058,0.587758,1.79167,0.46334,0.553944,1.13655
0.399521,1.34443,0.784651,2.67588,0.660608,0.974945,2.36608,0.637109,0.529467,1.55358
0.523104,1.34837,0.683529,2.7468,0.608508,0.915486,2.00733,0.451849,0.519294,1.5758
0.541024,1.33963,0.981484,2.28251,0.563255,0.910114,1.68861,0.566048,0.541639,1.49287
0.382057,1.26786,0.877178,2.28716,0.616393,0.919984,1.84794,0.405865,0.543444,1.33511
0.539243,1.17308,0.758353,2.22,0.492213,0.883925,1.40369,0.530472,0.562162,1.01953
0.680409,1.35073,0.801556,2.60752,0.538635,0.814621,1.63637,0.549247,0.517644,1.51151
0.317413,1.16113,0.704157,2.12134,0.581655,0.963112,1.7552,0.434871,0.536869,1.38118
0.357093,1.06966,0.862725,2.264,0.403663,0.700299,1.71645,0.648292,0.54846,1.24644
0.163967,1.06886,1.20778,2.03277,0.560643,0.987396,1.29445,0.452774,0.530207,1.31946
0.11136,0.93998,0.922773,2.46423,0.376743,0.68745,1.76056,0.62579,0.550066,1.1698
0.154654,1.17147,0.660565,2.00867,0.537057,0.900352,1.61133,0.550558,0.52582,1.28471
0.320013,0.994214,0.708957,1.7981,0.559869,0.953632,1.5805,0.470661,0.547002,1.21531
-0.0442556,0.731142,1.21804,2.26577,0.37919,0.630074,1.48288,0.533294,0.513321,1.45783
0.595248,1.35051,0.505447,2.33447,0.6085,0.968392,2.05392,0.430662,0.595488,0.989508
0.665255,1.31847,0.490261,2.6774,0.605129,0.944616,1.86308,0.635966,0.55974,1.36446
0.608134,1.41044,0.53555,1.97989,0.554664,0.921759,1.37705,0.395072,0.522209,1.31854
0.696842,1.46395,0.411696,2.53761,0.620691,0.9604,1.47582,0.515314,0.547652,1.42015
0.137802,1.05752,1.3874,2.45714,0.499777,0.862961,1.37583,0.58612,0.512415,1.45411
0.348287,1.1321,0.751316,1.9821,0.590407,0.94142,1.4155,0.484084,0.57869,1.09011
0.367249,0.940795,0.401814,3.14968,0.595955,0.967426,2.62409,0.476704,0.531303,1.6912
0.369487,1.3429,0.474646,1.55199,0.488277,0.821015,2.00778,0.574075,0.541629,1.23397
0.292794,1.05216,0.591074,2.0281,0.532775,0.901308,1.68926,0.536936,0.560798,1.1354
0.346811,1.04091,0.624825,1.51811,0.564655,0.961285,1.95345,0.588049,0.537053,1.20598
0.290471,0.922463,0.738319,2.52502,0.509593,0.87903,2.01027,0.628196,0.53766,1.36909
0.440333,1.29091,0.850636,2.30045,0.503964,0.872111,1.79674,0.46851,0.528493,1.34503
0.448852,1.3196,0.614845,2.00539,0.557969,0.897172,1.96483,0.509427,0.542258,1.46104
0.498945,1.46086,0.644849,2.55589,0.527351,0.855876,1.32323,0.69276,0.540723,1.3557
0.468598,1.29289,0.731268,1.65919,0.536052,0.836994,2.30267,0.46953,0.522086,1.62738
0.447522,1.26794,0.871388,2.43676,0.583297,0.953697,1.4186,0.556528,0.53414,1.28815
0.511106,1.14286,0.440046,1.89406,0.462862,0.755931,1.77475,0.515589,0.550974,1.28601
